This is the link file of route1
1499	1
1	1	2	19.4	0	-1.858276367	0.185198486	2	0	1
2	2	3	19.4	0	0.380463128	0.127012051	2	0	1
3	3	4	19.4	0	-0.096664602	0.235997975	2	0	1
4	4	5	19.4	0	0.480984473	0.227732068	2	0	1
5	5	6	19.4	0	0.2806559	0.081942072	2	0	1
6	6	7	19.4	0	0.797215098	0.150221036	2	0	1
7	7	8	19.4	0	-0.003845215	0.008060381	2	0	1
8	8	9	19.4	0	0.442270386	0.035157399	2	0	1
9	9	10	19.4	0	-0.093325637	0.183923876	2	0	1
10	10	11	19.4	0	-0.121413433	0.341353775	2	0	1
11	11	12	19.4	0	0.150312938	0.148801577	2	0	1
12	12	13	19.4	0	-0.065064522	0.056488223	2	0	1
13	13	14	19.4	0	-1.758071584	0.015901739	2	0	1
14	14	15	19.4	0	2.088195801	3.619E-11	2	0	1
15	15	16	19.4	0	1.073364258	0.008607142	2	0	1
16	16	17	19.4	0	0.206364311	0.000212409	2	0	1
17	17	18	19.4	0	0.948195167	0.015374681	2	0	1
18	18	19	19.4	0	0.396060143	0.103949293	2	0	1
19	19	20	19.4	0	0.544271671	0.00600146	2	0	1
20	20	21	19.4	0	0.228978505	0.126834781	2	0	1
21	21	22	19.4	0	0.682064135	0.067282773	2	0	1
22	22	23	19.4	0	0.429423295	0.145458042	2	0	1
23	23	24	19.4	0	0.422359491	0.047256399	2	0	1
24	24	25	19.4	0	0.635018046	0.153627772	2	0	1
25	25	26	19.4	0	0.424194336	3.618E-11	2	0	1
26	26	27	19.4	0	0.775878906	0.062155383	2	0	1
27	27	28	19.4	0	0.105294557	0.133687277	2	0	1
28	28	29	19.4	0	0.661239779	0.117742038	2	0	1
29	29	30	19.4	0	0.09263016	0.215265729	2	0	1
30	30	31	19.4	0	-0.309047886	0.107804119	2	0	1
31	31	32	19.4	0	0.16157214	0.183462514	2	0	1
32	32	33	19.4	0	1.013205283	0.199102937	2	0	1
33	33	34	19.4	0	0.007873657	0.048484612	2	0	1
34	34	35	19.4	0	0.948924078	0.015504602	2	0	1
35	35	36	19.4	0	0.007324219	0.012861173	2	0	1
36	36	37	19.4	0	0.115662608	0.015505508	2	0	1
37	37	38	19.4	0	1.081455108	0.106826477	2	0	1
38	38	39	19.4	0	1.806568155	0.048917118	2	0	1
39	39	40	19.4	0	0.466552734	5.6E-13	2	0	1
40	40	41	19.4	0	0.836608887	5.6E-13	2	0	1
41	41	42	19.4	0	-1.916442871	5.6E-13	2	0	1
42	42	43	19.4	0	0.537841797	5.6E-13	2	0	1
43	43	44	19.4	0	2.453308105	5.6E-13	2	0	1
44	44	45	19.4	0	0.202026367	5.6E-13	2	0	1
45	45	46	19.4	0	-2.644287109	3.671E-11	2	0	1
46	46	47	19.4	0	-0.604492188	0.031996054	2	0	1
47	47	48	19.4	0	-0.4786058	0.157425593	2	0	1
48	48	49	19.4	0	-0.489915778	0.050210972	2	0	1
49	49	50	19.4	0	0.156435127	0.098158342	2	0	1
50	50	51	19.4	0	-0.200547326	0.001849828	2	0	1
51	51	52	19.4	0	1.822008183	0.16641161	2	0	1
52	52	53	19.4	0	-0.139214154	0.290235372	2	0	1
53	53	54	19.4	0	0.150052953	0.141320581	2	0	1
54	54	55	19.4	0	0.833759093	0.350393756	2	0	1
55	55	56	19.4	0	0.071811961	0.144739897	2	0	1
56	56	57	19.4	0	1.600192745	0.110643316	2	0	1
57	57	58	19.4	0	1.110667487	0.128024513	2	0	1
58	58	59	19.4	0	0.445420898	0.361682972	2	0	1
59	59	60	19.4	0	0.648484865	0.380661961	2	0	1
60	60	61	19.4	0	1.212283514	0.138786755	2	0	1
61	61	62	19.4	0	0.312451923	0.005799167	2	0	1
62	62	63	19.4	0	-1.194519043	0.083690742	2	0	1
63	63	64	19.4	0	0.735143648	0.149189947	2	0	1
64	64	65	19.4	0	0.329179512	0.347815352	2	0	1
65	65	66	19.4	0	0.835820674	0.360007215	2	0	1
66	66	67	19.4	0	1.114765042	0.02980195	2	0	1
67	67	68	19.4	0	-0.178896302	0.001721948	2	0	1
68	68	69	19.4	0	1.007145876	0.003876236	2	0	1
69	69	70	19.4	0	-0.164794922	0.015479317	2	0	1
70	70	71	19.4	0	0.094368106	0.042469918	2	0	1
71	71	72	19.4	0	0.855895996	0.001550528	2	0	1
72	72	73	19.4	0	0.139160201	0.001667035	2	0	1
73	73	74	19.4	0	0.883422852	0.002938617	2	0	1
74	74	75	19.4	0	1.126038266	0.001616261	2	0	1
75	75	76	19.4	0	0.024108887	1.93E-12	2	0	1
76	76	77	19.4	0	0.631164551	1.887E-11	2	0	1
77	77	78	19.4	0	0.275695801	2.08E-11	2	0	1
78	78	79	19.4	0	1.079162598	0	2	0	1
79	79	80	19.4	0	0.026489258	1.93E-12	2	0	1
80	80	81	19.4	0	0.713745117	1.93E-12	2	0	1
81	81	82	19.4	0	0.428222656	0	2	0	1
82	82	83	19.4	0	0.619018555	1.93E-12	2	0	1
83	83	84	19.4	0	0.572387695	1.93E-12	2	0	1
84	84	85	19.4	0	0.732116699	0	2	0	1
85	85	86	19.4	0	0.692871094	1.93E-12	2	0	1
86	86	87	19.4	0	-0.03704834	1.93E-12	2	0	1
87	87	88	19.4	0	1.11126709	2.08E-11	2	0	1
88	88	89	19.4	0	-0.006713867	1.887E-11	2	0	1
89	89	90	19.4	0	0.821228027	1.93E-12	2	0	1
90	90	91	19.4	0	-0.223266602	0	2	0	1
91	91	92	19.4	0	0.8125	1.93E-12	2	0	1
92	92	93	19.4	0	0.749328613	1.93E-12	2	0	1
93	93	94	19.4	0	0.440551758	0	2	0	1
94	94	95	19.4	0	0.157409668	0	2	0	1
95	95	96	19.4	0	0.969970703	1.93E-12	2	0	1
96	96	97	19.4	0	0.408569336	1.93E-12	2	0	1
97	97	98	19.4	0	0.792602539	0.004340926	2	0	1
98	98	99	19.4	0	0.260254938	0.00730821	2	0	1
99	99	100	19.4	0	0.723510742	2.098E-11	2	0	1
100	100	101	19.4	0	0.611328125	2.098E-11	2	0	1
101	101	102	19.4	0	0.64465332	0	2	0	1
102	102	103	19.4	0	0.516906738	2.098E-11	2	0	1
103	103	104	19.4	0	0.908508301	2.098E-11	2	0	1
104	104	105	19.4	0	0.300109863	0	2	0	1
105	105	106	19.4	0	0.721496582	2.098E-11	2	0	1
106	106	107	19.4	0	-0.461975098	0.003306736	2	0	1
107	107	108	19.4	0	0.892282605	0.185687118	2	0	1
108	108	109	19.4	0	0.910511976	0.168857803	2	0	1
109	109	110	19.4	0	0.582397465	0.000375384	2	0	1
110	110	111	19.4	0	0.732488698	0.171633462	2	0	1
111	111	112	19.4	0	0.015079066	0.089702789	2	0	1
112	112	113	19.4	0	0.367241928	0.154289884	2	0	1
113	113	114	19.4	0	0.484168075	0.197386984	2	0	1
114	114	115	19.4	0	-4.846580722	0.062783002	2	0	1
115	115	116	19.4	0	6.254916573	0.091077339	2	0	1
116	116	117	19.4	0	-0.37195204	0.009939288	2	0	1
117	117	118	19.4	0	0.57977765	0.088128784	2	0	1
118	118	119	19.4	0	0.090823576	0.011950659	2	0	1
119	119	120	19.4	0	0.333807091	0.006787156	2	0	1
120	120	121	19.4	0	-0.127382908	0.048766672	2	0	1
121	121	122	19.4	0	0.170603233	0.01901729	2	0	1
122	122	123	19.4	0	0.486240571	0.022894398	2	0	1
123	123	124	19.4	0	1.546894288	0.016087975	2	0	1
124	124	125	19.4	0	0.342041016	0.020762964	2	0	1
125	125	126	19.4	0	1.249580331	0.002336357	2	0	1
126	126	127	19.4	0	0.497436523	2.67E-11	2	0	1
127	127	128	19.4	0	0.605102539	9.61004E-06	2	0	1
128	128	129	19.4	0	-0.535949707	1.13367E-05	2	0	1
129	129	130	19.4	0	-0.769226074	0.016833075	2	0	1
130	130	131	19.4	0	-2.150909175	0.006688127	2	0	1
131	131	132	19.4	0	-0.230529785	2.947E-11	2	0	1
132	132	133	19.4	0	-0.098327637	0.003917038	2	0	1
133	133	134	19.4	0	-0.034851112	0.009433538	2	0	1
134	134	135	19.4	0	-0.860170903	0.003151025	2	0	1
135	135	136	19.4	0	-0.105407715	2.813E-11	2	0	1
136	136	137	19.4	0	0	0.004058944	2	0	1
137	137	138	19.4	0	0	0.020343977	2	0	1
138	138	139	19.4	0	0	0.02624644	2	0	1
139	139	140	19.4	0	0.302735487	0.02966459	2	0	1
140	140	141	19.4	0	0.724096309	0.168670516	2	0	1
141	141	142	19.4	0	4.300296233	0.194459275	2	0	1
142	142	143	19.4	0	-2.772034953	0.089577235	2	0	1
143	143	144	19.4	0	0.612430744	0.225533714	2	0	1
144	144	145	19.4	0	0.131428259	0.249459823	2	0	1
145	145	146	19.4	0	0.924387883	0.175340829	2	0	1
146	146	147	19.4	0	1.776467793	0.20165079	2	0	1
147	147	148	19.4	0	1.109106005	0.124728941	2	0	1
148	148	149	19.4	0	1.144093927	0.221877245	2	0	1
149	149	150	19.4	0	0.950239737	0.194369246	2	0	1
150	150	151	19.4	0	0.952167461	0.070267354	2	0	1
151	151	152	19.4	0	0.92861815	0.044477109	2	0	1
152	152	153	19.4	0	0.414794922	0.037133698	2	0	1
153	153	154	19.4	0	0.779138253	0.017343884	2	0	1
154	154	155	19.4	0	-0.261230469	3.63E-12	2	0	1
155	155	156	19.4	0	0.77355957	0.108498149	2	0	1
156	156	157	19.4	0	0.076704585	0.161274733	2	0	1
157	157	158	19.4	0	0.166596104	0.091296678	2	0	1
158	158	159	19.4	0	0.841245718	0.173496535	2	0	1
159	159	160	19.4	0	-0.212492485	0.154117656	2	0	1
160	160	161	19.4	0	0.558737559	0.144968536	2	0	1
161	161	162	19.4	0	0.912566158	0.145714064	2	0	1
162	162	163	19.4	0	0.759992519	0.141852468	2	0	1
163	163	164	19.4	0	0.430849243	0.183231945	2	0	1
164	164	165	19.4	0	0.816310206	0.154966168	2	0	1
165	165	166	19.4	0	0.727736081	0.123139841	2	0	1
166	166	167	19.4	0	0.877888689	0.04090574	2	0	1
167	167	168	19.4	0	1.229675909	0.043893053	2	0	1
168	168	169	19.4	0	1.170646143	0.008562888	2	0	1
169	169	170	19.4	0	1.02331543	0.0115835	2	0	1
170	170	171	19.4	0	-7.23076356	0.002829398	2	0	1
171	171	172	19.4	0	9.212596869	0.00493303	2	0	1
172	172	173	19.4	0	0.475158691	3E-12	2	0	1
173	173	174	19.4	0	0.703979492	0.009455105	2	0	1
174	174	175	19.4	0	1.184332463	0.004494604	2	0	1
175	175	176	19.4	0	0.424316406	0	2	0	1
176	176	177	19.4	0	0.747192383	0.010919781	2	0	1
177	177	178	19.4	0	1.615567768	0.097409097	2	0	1
178	178	179	19.4	0	-0.150195971	0.214471528	2	0	1
179	179	180	19.4	0	0.095387568	0.175948097	2	0	1
180	180	181	19.4	0	1.363175906	0.131208126	2	0	1
181	181	182	19.4	0	0.443203792	0.066462688	2	0	1
182	182	183	19.4	0	0.095154146	0.053461845	2	0	1
183	183	184	19.4	0	0.896966707	0.009628868	2	0	1
184	184	185	19.4	0	0.614318848	2.186E-11	2	0	1
185	185	186	19.4	0	0.152404785	0	2	0	1
186	186	187	19.4	0	1.229248047	4.09E-12	2	0	1
187	187	188	19.4	0	0.494873047	4.09E-12	2	0	1
188	188	189	19.4	0	0.526062012	4.09E-12	2	0	1
189	189	190	19.4	0	0.794616699	4.09E-12	2	0	1
190	190	191	19.4	0	1.022644043	4.09E-12	2	0	1
191	191	192	19.4	0	0.894287109	4.09E-12	2	0	1
192	192	193	19.4	0	1.131591797	1.777E-11	2	0	1
193	193	194	19.4	0	0.888122559	1.368E-11	2	0	1
194	194	195	19.4	0	0.701171875	4.09E-12	2	0	1
195	195	196	19.4	0	0.664489746	4.09E-12	2	0	1
196	196	197	19.4	0	0.510742187	0.038788072	2	0	1
197	197	198	19.4	0	0.3970973	0.055274141	2	0	1
198	198	199	19.4	0	0.329850475	0.095392518	2	0	1
199	199	200	19.4	0	0.022042056	0.230150973	2	0	1
200	200	201	19.4	0	-6.760490792	0.048732294	2	0	1
201	201	202	19.4	0	-5.965881348	0.011930778	2	0	1
202	202	203	19.4	0	9.542727431	0.110199996	2	0	1
203	203	204	19.4	0	3.322143555	0.059544557	2	0	1
204	204	205	19.4	0	0.484573647	0.004308688	2	0	1
205	205	206	19.4	0	-0.022705078	0.090215922	2	0	1
206	206	207	19.4	0	0.134980823	0.127318495	2	0	1
207	207	208	19.4	0	0.026611428	0.000844074	2	0	1
208	208	209	19.4	0	0.801574707	0.001941714	2	0	1
209	209	210	19.4	0	-0.491150394	0.004121115	2	0	1
210	210	211	19.4	0	-5.806274414	0.01125724	2	0	1
211	211	212	19.4	0	6.31919565	0.032272247	2	0	1
212	212	213	19.4	0	-0.900024414	2.0889E-05	2	0	1
213	213	214	19.4	0	0.293701173	0.020100606	2	0	1
214	214	215	19.4	0	-0.265508351	0.00780668	2	0	1
215	215	216	19.4	0	0.833984375	3.74E-12	2	0	1
216	216	217	19.4	0	-0.590637207	0.000796805	2	0	1
217	217	218	19.4	0	0.175903654	0.019054781	2	0	1
218	218	219	19.4	0	0.421081543	8.64E-12	2	0	1
219	219	220	19.4	0	0.042541504	0.00956875	2	0	1
220	220	221	19.4	0	0.028259948	0.019834755	2	0	1
221	221	222	19.4	0	-0.200622559	0.030071851	2	0	1
222	222	223	19.4	0	0.166003042	0.170786753	2	0	1
223	223	224	19.4	0	-0.059820068	0.172477893	2	0	1
224	224	225	19.4	0	0.079976102	0.232736466	2	0	1
225	225	226	19.4	0	0.808376714	0.125481795	2	0	1
226	226	227	19.4	0	0.256662547	0.016021614	2	0	1
227	227	228	19.4	0	0.818908691	0.032188532	2	0	1
228	228	229	19.4	0	0.188935721	0.190599713	2	0	1
229	229	230	19.4	0	0.798885367	0.179190344	2	0	1
230	230	231	19.4	0	1.334482132	0.158033331	2	0	1
231	231	232	19.4	0	0.999608173	0.036650871	2	0	1
232	232	233	19.4	0	-0.069458105	0.194467412	2	0	1
233	233	234	19.4	0	-0.044810328	0.540408914	2	0	1
234	234	235	19.4	0	-0.446504578	0.410028172	2	0	1
235	235	236	19.4	0	0.759595283	0.096600651	2	0	1
236	236	237	19.4	0	0.319641113	5.49E-12	2	0	1
237	237	238	19.4	0	0.489501953	9.97E-12	2	0	1
238	238	239	19.4	0	0.111938477	0.000585753	2	0	1
239	239	240	19.4	0	0.934816802	0.034312248	2	0	1
240	240	241	19.4	0	0.315307617	0.030660999	2	0	1
241	241	242	19.4	0	0.369896838	0.118474264	2	0	1
242	242	243	19.4	0	0.18391221	0.129844673	2	0	1
243	243	244	19.4	0	0.233177746	0.007901536	2	0	1
244	244	245	19.4	0	-0.008791846	0.080087114	2	0	1
245	245	246	19.4	0	-1.053668917	0.158517096	2	0	1
246	246	247	19.4	0	-0.130375617	0.143483681	2	0	1
247	247	248	19.4	0	0.105535548	0.01477539	2	0	1
248	248	249	19.4	0	-0.242126465	8.54E-12	2	0	1
249	249	250	19.4	0	1.216918945	0.119015416	2	0	1
250	250	251	19.4	0	1.002922653	0.229723778	2	0	1
251	251	252	19.4	0	-1.406309876	0.300547313	2	0	1
252	252	253	19.4	0	-0.825538432	0.321428336	2	0	1
253	253	254	19.4	0	0.888310059	0.131780418	2	0	1
254	254	255	19.4	0	0.261015649	0.105677603	2	0	1
255	255	256	19.4	0	0.166896375	0.140595549	2	0	1
256	256	257	19.4	0	1.527844486	0.03889432	2	0	1
257	257	258	19.4	0	0.239257812	2.38E-11	2	0	1
258	258	259	19.4	0	0.892028809	0.019144324	2	0	1
259	259	260	19.4	0	0.763918506	0.001362113	2	0	1
260	260	261	19.4	0	0.873046875	3.61E-12	2	0	1
261	261	262	19.4	0	0.783996582	0	2	0	1
262	262	263	19.4	0	2.068847656	3.61E-12	2	0	1
263	263	264	19.4	0	1.676330566	1.99E-11	2	0	1
264	264	265	19.4	0	1.214416504	2.351E-11	2	0	1
265	265	266	19.4	0	1.281799316	0.011239814	2	0	1
266	266	267	19.4	0	0.000549328	0.015015954	2	0	1
267	267	268	19.4	0	1.37934428	0.02371551	2	0	1
268	268	269	19.4	0	-0.912358494	0.006930503	2	0	1
269	269	270	19.4	0	0.59185791	3.6E-12	2	0	1
270	270	271	19.4	0	1.231750488	2.724E-11	2	0	1
271	271	272	19.4	0	0.675292969	2.724E-11	2	0	1
272	272	273	19.4	0	3.136474609	2.724E-11	2	0	1
273	273	274	19.4	0	1.754272461	2.724E-11	2	0	1
274	274	275	19.4	0	0.625	3.6E-12	2	0	1
275	275	276	19.4	0	0.401855469	2.005E-11	2	0	1
276	276	277	19.4	0	0.68359375	2.005E-11	2	0	1
277	277	278	19.4	0	0.313964844	3.6E-12	2	0	1
278	278	279	19.4	0	2.24017334	2.724E-11	2	0	1
279	279	280	19.4	0	1.365356445	2.724E-11	2	0	1
280	280	281	19.4	0	0.004455566	3.6E-12	2	0	1
281	281	282	19.4	0	0.336914063	2.005E-11	2	0	1
282	282	283	19.4	0	0.188964844	0.004263063	2	0	1
283	283	284	19.4	0	1.34011214	0.005030459	2	0	1
284	284	285	19.4	0	1.077647501	0.00308041	2	0	1
285	285	286	19.4	0	1.120910645	3.59E-12	2	0	1
286	286	287	19.4	0	1.590942383	0.030109985	2	0	1
287	287	288	19.4	0	-0.147298146	0.134214562	2	0	1
288	288	289	19.4	0	-0.004397546	0.171916935	2	0	1
289	289	290	19.4	0	-0.65080786	0.139924498	2	0	1
290	290	291	19.4	0	-1.690269835	0.134609125	2	0	1
291	291	292	19.4	0	1.547729854	0.001388871	2	0	1
292	292	293	19.4	0	2.188537598	0.019066413	2	0	1
293	293	294	19.4	0	1.155301955	0.010357417	2	0	1
294	294	295	19.4	0	2.377624512	0.000799907	2	0	1
295	295	296	19.4	0	1.65588435	0.003386936	2	0	1
296	296	297	19.4	0	1.264953613	0.003708124	2	0	1
297	297	298	19.4	0	0.240295495	0.000759017	2	0	1
298	298	299	19.4	0	1.338012695	0.016557053	2	0	1
299	299	300	19.4	0	-0.241312618	0.092998345	2	0	1
300	300	301	19.4	0	1.114626697	0.166631532	2	0	1
301	301	302	19.4	0	0.933459851	0.198218028	2	0	1
302	302	303	19.4	0	0.752831061	0.083096887	2	0	1
303	303	304	19.4	0	1.226501465	0.145285138	2	0	1
304	304	305	19.4	0	0.391320276	0.26119243	2	0	1
305	305	306	19.4	0	-0.662455586	0.109111048	2	0	1
306	306	307	19.4	0	0.161285286	0.216388678	2	0	1
307	307	308	19.4	0	0.587597061	0.155524167	2	0	1
308	308	309	19.4	0	0.446874013	0.155829697	2	0	1
309	309	310	19.4	0	1.656153134	0.148752607	2	0	1
310	310	311	19.4	0	1.431861669	0.113449574	2	0	1
311	311	312	19.4	0	1.086864356	0.03915262	2	0	1
312	312	313	19.4	0	0.834289551	1.78E-12	2	0	1
313	313	314	19.4	0	0.874511719	0.072721438	2	0	1
314	314	315	19.4	0	1.629330759	0.095674297	2	0	1
315	315	316	19.4	0	1.252747464	0.118504964	2	0	1
316	316	317	19.4	0	2.203891808	0.128382763	2	0	1
317	317	318	19.4	0	1.84683002	0.213512044	2	0	1
318	318	319	19.4	0	1.840270996	0.190093912	2	0	1
319	319	320	19.4	0	-1.327346862	0.11057111	2	0	1
320	320	321	19.4	0	-0.283185924	0.162717864	2	0	1
321	321	322	19.4	0	1.012387675	0.187637382	2	0	1
322	322	323	19.4	0	-0.69959801	0.157668703	2	0	1
323	323	324	19.4	0	0.29376681	0.165931199	2	0	1
324	324	325	19.4	0	0.853043021	0.151224572	2	0	1
325	325	326	19.4	0	0.425250035	0.181045339	2	0	1
326	326	327	19.4	0	0.146729414	0.193319185	2	0	1
327	327	328	19.4	0	-0.208422577	0.093838724	2	0	1
328	328	329	19.4	0	0.774140393	0.263215519	2	0	1
329	329	330	19.4	0	0.666717443	0.140758176	2	0	1
330	330	331	19.4	0	0.256955763	0.167215851	2	0	1
331	331	332	19.4	0	3.008070145	0.068537312	2	0	1
332	332	333	19.4	0	-0.335754395	2.289E-11	2	0	1
333	333	334	19.4	0	1.453674316	0	2	0	1
334	334	335	19.4	0	0.295288086	0	2	0	1
335	335	336	19.4	0	1.128417969	0.006777168	2	0	1
336	336	337	19.4	0	2.162236888	0.018693846	2	0	1
337	337	338	19.4	0	2.092855346	0.005074753	2	0	1
338	338	339	19.4	0	0.832336426	3.98E-12	2	0	1
339	339	340	19.4	0	-0.206115723	3.98E-12	2	0	1
340	340	341	19.4	0	0.665405273	0.02313296	2	0	1
341	341	342	19.4	0	-0.639418252	0.113448267	2	0	1
342	342	343	19.4	0	0.849342304	0.280590554	2	0	1
343	343	344	19.4	0	0.683736224	0.329245112	2	0	1
344	344	345	19.4	0	1.652520224	0.34861595	2	0	1
345	345	346	19.4	0	1.390868277	0.329017158	2	0	1
346	346	347	19.4	0	0.355408512	0.345904309	2	0	1
347	347	348	19.4	0	0.898354956	0.350562848	2	0	1
348	348	349	19.4	0	1.284788781	0.211309613	2	0	1
349	349	350	19.4	0	1.365865741	0.038780674	2	0	1
350	350	351	19.4	0	0.606079102	0.015650233	2	0	1
351	351	352	19.4	0	0.225770256	0.002089991	2	0	1
352	352	353	19.4	0	1.800842285	7.8E-13	2	0	1
353	353	354	19.4	0	0.515197754	0	2	0	1
354	354	355	19.4	0	2.373291016	3.751E-11	2	0	1
355	355	356	19.4	0	1.276123047	3.751E-11	2	0	1
356	356	357	19.4	0	-0.105224609	0	2	0	1
357	357	358	19.4	0	-0.640625	0	2	0	1
358	358	359	19.4	0	0.765930176	7.8E-13	2	0	1
359	359	360	19.4	0	0.401611328	7.8E-13	2	0	1
360	360	361	19.4	0	1.493896484	0.024049982	2	0	1
361	361	362	19.4	0	0.895088836	0.025757604	2	0	1
362	362	363	19.4	0	2.643432617	0.075172449	2	0	1
363	363	364	19.4	0	0.283895546	0.124653475	2	0	1
364	364	365	19.4	0	0.446751525	0.12659218	2	0	1
365	365	366	19.4	0	-0.131308812	0.185590557	2	0	1
366	366	367	19.4	0	0.306115251	0.198053078	2	0	1
367	367	368	19.4	0	0.90115043	0.159756952	2	0	1
368	368	369	19.4	0	1.021644433	0.125809585	2	0	1
369	369	370	19.4	0	0.989899618	0.204704813	2	0	1
370	370	371	19.4	0	-0.034140677	0.042036058	2	0	1
371	371	372	19.4	0	1.276977539	3.582E-11	2	0	1
372	372	373	19.4	0	-0.283813477	1.94E-12	2	0	1
373	373	374	19.4	0	1.25390625	0	2	0	1
374	374	375	19.4	0	1.290771484	3.388E-11	2	0	1
375	375	376	19.4	0	0.707885742	3.388E-11	2	0	1
376	376	377	19.4	0	-0.318054199	1.93E-12	2	0	1
377	377	378	19.4	0	1.26385498	3.582E-11	2	0	1
378	378	379	19.4	0	2.03112793	0.006615793	2	0	1
379	379	380	19.4	0	1.334717652	0.000774645	2	0	1
380	380	381	19.4	0	1.166992188	3.188E-11	2	0	1
381	381	382	19.4	0	1.425537109	0.063730439	2	0	1
382	382	383	19.4	0	0.500858162	0.139533409	2	0	1
383	383	384	19.4	0	0.299153631	0.125280799	2	0	1
384	384	385	19.4	0	0.964249398	0.106600828	2	0	1
385	385	386	19.4	0	1.079628194	0.188848334	2	0	1
386	386	387	19.4	0	0.270507813	0	2	0	1
387	387	388	19.4	0	1.557739258	0	2	0	1
388	388	389	19.4	0	-1.611450195	3.192E-11	2	0	1
389	389	390	19.4	0	-1.11328125	3.192E-11	2	0	1
390	390	391	19.4	0	-0.012939453	0.027052092	2	0	1
391	391	392	19.4	0	0.765941355	0.15311792	2	0	1
392	392	393	19.4	0	-1.36466741	0.317312323	2	0	1
393	393	394	19.4	0	-0.372165649	0.340274369	2	0	1
394	394	395	19.4	0	-0.134684827	0.184158721	2	0	1
395	395	396	19.4	0	-0.867682968	0.28862209	2	0	1
396	396	397	19.4	0	-0.170995756	0.123167234	2	0	1
