x_m,y_m,speed_mps,notch
531489.357,4578943.944,16.67,6
531505.54,4578947.944,16.67,6
531521.699,4578952.029,16.67,6
531537.599,4578957.038,16.67,6
531553.498,4578962.047,16.67,6
531569.346,4578967.195,16.67,6
531584.651,4578973.801,16.67,6
531599.956,4578980.408,16.67,6
531615.248,4578987.044,16.67,6
531630.411,4578993.971,16.67,6
531645.573,4579000.898,16.67,6
531660.736,4579007.825,16.67,6
531675.899,4579014.751,16.67,6
531691.061,4579021.678,16.67,7
531706.224,4579028.605,16.67,7
531721.387,4579035.532,16.67,7
531736.549,4579042.459,16.67,6
531751.712,4579049.386,16.67,6
531766.875,4579056.313,16.67,6
531782.037,4579063.24,16.67,6
531797.2,4579070.167,16.67,6
531812.363,4579077.094,16.67,6
531827.525,4579084.021,16.67,6
531842.688,4579090.948,16.67,6
531857.851,4579097.875,16.67,6
531873.013,4579104.802,16.67,7
531888.176,4579111.728,16.67,7
531903.339,4579118.655,16.67,7
531918.501,4579125.582,16.67,6
531933.664,4579132.509,16.67,6
531948.827,4579139.436,16.67,6
531963.989,4579146.363,16.67,6
531979.15,4579153.295,16.67,6
531994.29,4579160.272,16.67,6
532009.429,4579167.249,16.67,6
532024.569,4579174.226,16.67,6
532039.706,4579181.209,16.67,6
532054.843,4579188.192,16.67,6
532069.98,4579195.175,16.67,6
532085.117,4579202.158,16.67,6
532100.254,4579209.141,16.67,6
532115.368,4579216.17,16.67,6
532130.275,4579223.631,16.67,6
532145.182,4579231.093,16.67,6
532160.035,4579238.654,16.67,6
532174.386,4579247.136,16.67,6
532188.737,4579255.617,16.67,6
532203.14,4579264.004,16.67,6
532217.993,4579271.573,16.67,6
532232.846,4579279.141,16.67,6
532247.653,4579286.793,16.67,6
532262.083,4579295.14,16.67,6
532276.513,4579303.487,16.67,6
532291.029,4579311.666,16.67,6
532306.181,4579318.617,16.67,6
532321.332,4579325.569,16.67,6
532336.484,4579332.52,16.67,6
532351.635,4579339.471,16.67,6
532366.787,4579346.422,16.67,6
532381.938,4579353.373,16.67,6
532397.09,4579360.325,16.67,6
532412.241,4579367.276,16.67,7
532427.393,4579374.227,16.67,7
532442.545,4579381.178,16.67,7
532457.696,4579388.129,16.67,7
532472.848,4579395.081,16.67,7
532487.999,4579402.032,16.67,7
532503.151,4579408.983,16.67,6
532518.314,4579415.909,16.67,6
532533.558,4579422.655,16.67,6
532548.802,4579429.4,16.67,6
532564.105,4579435.999,16.67,6
532579.82,4579441.559,16.67,6
532595.535,4579447.12,16.67,7
532611.111,4579452.994,16.67,7
532625.75,4579460.968,16.67,7
532640.39,4579468.941,16.67,7
532654.821,4579477.229,16.67,7
532667.9,4579487.565,16.67,7
532680.979,4579497.902,16.67,7
532693.916,4579508.4,16.67,7
532705.99,4579519.894,16.67,7
532718.063,4579531.389,16.67,7
532729.77,4579542.962,16.4806,7
532739.83,4579555.775,16.291,7
532749.774,4579568.439,16.1012,7
532759.574,4579580.973,15.9112,7
532768.503,4579593.912,15.7211,7
532777.325,4579606.694,15.5308,7
532786.038,4579619.319,15.3403,7
532795.528,4579631.116,15.1496,7
532805.103,4579642.609,14.9587,7
532814.556,4579653.954,14.7677,7
532823.024,4579665.762,14.5765,7
532830.359,4579678.137,14.3852,7
532837.595,4579690.348,14.1937,7
532844.734,4579702.393,14.002,7
532852.933,4579713.501,13.8102,7
532861.087,4579724.408,13.6182,7
532869.127,4579735.161,13.4261,7
532876.811,4579745.923,13.2338,7
532883.704,4579756.994,13.0414,7
532890.496,4579767.902,12.8489,7
532897.185,4579778.646,12.6562,7
532903.818,4579789.197,12.4634,7
532910.429,4579799.534,12.2704,7
532916.937,4579809.708,12.0774,7
532923.341,4579819.72,11.8842,7
532929.813,4579829.446,11.6909,7
532936.852,4579838.537,11.4975,7
532943.773,4579847.475,11.3039,7
532950.575,4579856.259,11.1103,7
532957.259,4579864.89,10.9166,7
532964.263,4579873.003,10.7227,7
532971.292,4579880.842,10.5288,7
532978.191,4579888.537,10.3348,7
532984.96,4579896.087,10.1407,7
532991.6,4579903.493,9.9465,7
532998.43,4579910.452,9.7522,7
533005.164,4579917.235,9.5579,7
533011.761,4579923.88,9.3635,7
533018.221,4579930.387,9.169,7
533024.544,4579936.756,8.9745,7
533030.967,4579942.731,8.7799,7
533037.468,4579948.339,8.5853,7
533043.822,4579953.819,8.3906,7
533050.029,4579959.172,8.1959,7
533056.088,4579964.397,8.0012,7
533061.999,4579969.496,7.8064,7
533067.948,4579974.231,7.6116,7
533073.999,4579978.52,7.4169,7
533079.892,4579982.695,7.2221,7
533085.625,4579986.758,7.0273,7
533091.2,4579990.708,6.8325,7
533096.616,4579994.546,6.6378,7
533101.873,4579998.271,6.443,7
533107.025,4580001.8,6.2483,7
533112.279,4580004.806,6.0537,7
533117.365,4580007.716,5.8591,7
533122.282,4580010.529,5.6646,6
533127.03,4580013.245,5.4702,6
533131.609,4580015.865,5.2759,6
533136.02,4580018.389,5.0817,6
533140.262,4580020.816,4.8876,6
533144.336,4580023.146,4.6937,6
533148.242,4580025.381,4.4999,6
533152.124,4580027.232,4.3063,6
533155.901,4580028.859,4.1129,6
533159.501,4580030.409,3.9198,6
533162.924,4580031.884,3.7269,6
533166.17,4580033.282,3.5343,6
533169.24,4580034.603,3.3421,6
533172.133,4580035.85,3.1503,6
533174.851,4580037.02,2.9589,6
533177.393,4580038.115,2.768,6
533179.76,4580039.134,2.5776,6
533181.954,4580040.079,2.388,6
533183.973,4580040.949,2.1991,6
533185.82,4580041.744,2.0111,6
533187.496,4580042.466,1.8242,6
533189.001,4580043.114,1.6385,6
533190.337,4580043.689,1.4544,6
533191.505,4580044.192,1.2723,6
533192.509,4580044.624,1.0926,6
533193.35,4580044.987,0.9161,6
533194.033,4580045.281,0.7438,6
533194.564,4580045.509,0.5775,6
533194.949,4580045.675,0.4199,6
533195.203,4580045.785,0.2759,6
533196.233,4580046.181,1.1043,6
533198.303,4580046.95,2.2082,6
533201.411,4580048.105,3.316,6
533205.557,4580049.646,4.4229,6
533210.683,4580051.551,5.4683,6
533216.587,4580053.746,6.299,6
533223.157,4580056.188,7.0095,6
533230.324,4580058.852,7.6454,6
533238.03,4580061.716,8.2218,6
533246.348,4580064.409,8.7519,6
533255.273,4580066.851,9.2525,6
533264.871,4580069.476,9.9511,7
533275.093,4580072.272,10.5973,7
533285.916,4580075.232,11.2203,7
533297.434,4580077.783,11.8067,7
533309.61,4580080.063,12.387,7
533322.379,4580082.453,12.9917,7
533335.714,4580084.95,13.5659,7
533349.719,4580086.621,14.1166,7
533364.134,4580087.962,14.4771,6
533378.887,4580089.336,14.8168,6
533393.95,4580090.386,15.1095,6
533409.294,4580090.637,15.3454,6
533424.774,4580090.89,15.4825,6
533440.403,4580091.048,15.6343,6
533456.164,4580089.855,15.8059,6
533472.156,4580088.644,16.0373,6
533488.384,4580087.416,16.2748,6
533504.743,4580085.116,16.5217,6
533521.32,4580082.73,16.7481,6
533538.134,4580080.311,16.9873,6
533554.909,4580076.507,17.2019,6
533571.87,4580072.617,17.4016,6
533588.935,4580068.572,17.5423,6
533605.794,4580063.293,17.6665,6
533622.742,4580057.987,17.7594,6
533639.638,4580052.26,17.8522,6
533656.252,4580045.477,17.9457,6
533672.959,4580038.656,18.0452,6
533689.415,4580031.055,18.1453,6
533705.625,4580022.678,18.2468,6
533721.932,4580014.251,18.3557,6
533738.531,4580006.166,18.4647,6
533755.283,4579998.155,18.5693,6
533772.143,4579990.129,18.6729,6
533789.251,4579982.412,18.7679,6
533806.429,4579974.662,18.8447,6
533823.403,4579966.338,18.919,6
533840.083,4579957.259,18.9904,6
533856.826,4579948.144,19.0635,6
533873.639,4579938.993,19.1418,6
533890.527,4579929.8,19.2281,6
533907.528,4579920.597,19.3327,6
533924.706,4579911.503,19.4367,6
533941.98,4579902.359,19.5441,6
533959.579,4579893.624,19.6522,6
533977.409,4579885.102,19.7617,6
533995.426,4579876.727,19.8767,6
534014.209,4579869.888,19.9897,6
534033.104,4579863.008,20.1089,6
534052.419,4579857.027,20.2348,6
534072.054,4579851.584,20.3752,6
534091.908,4579846.334,20.5435,6
534112.208,4579842.201,20.7161,6
534132.677,4579838.034,20.8897,6
534153.565,4579835.629,21.049,6
534174.645,4579833.75,21.1635,6
534195.81,4579832.531,21.2151,6
534217.039,4579832.284,21.2306,6
534238.229,4579832.119,21.1936,6
534259.339,4579833.519,21.1562,6
534280.411,4579834.918,21.1185,6
534301.303,4579837.592,21.0805,6
534322.155,4579840.856,21.1066,6
534343.006,4579844.605,21.1963,6
534363.763,4579849.378,21.2993,6
534384.662,4579854.184,21.4442,6
534405.196,4579860.917,21.6115,6
534425.97,4579867.774,21.8758,7
534446.697,4579875.575,22.1555,7
534467.342,4579883.791,22.22,6
534487.95,4579892.101,22.22,6
534508.508,4579900.531,22.22,6
534529.067,4579908.961,22.22,7
534549.626,4579917.391,22.22,7
534570.185,4579925.821,22.22,6
534590.629,4579934.525,22.22,6
534611.065,4579943.248,22.22,6
534631.156,4579952.722,22.22,6
534651.088,4579962.542,22.22,6
534671.207,4579971.96,22.22,6
534691.566,4579980.863,22.22,6
534711.946,4579989.715,22.22,6
534732.358,4579998.317,22.1506,6
534752.808,4580006.936,22.1917,7
534773.284,4580015.565,22.22,7
534793.76,4580024.194,22.22,7
534814.236,4580032.824,22.22,7
534834.712,4580041.453,22.22,6
534855.188,4580050.082,22.22,6
534875.664,4580058.712,22.22,6
534896.141,4580067.338,22.22,7
534916.623,4580075.952,22.22,7
534937.105,4580084.566,22.22,6
534957.489,4580093.411,22.22,6
534977.866,4580102.272,22.22,6
534997.969,4580111.726,22.22,6
535017.946,4580121.456,22.22,6
535037.791,4580131.445,22.22,6
535057.464,4580141.776,22.22,6
535077.06,4580152.244,22.22,6
535096.318,4580163.328,22.22,6
535115.576,4580174.413,22.22,6
535134.538,4580185.996,22.22,6
535153.478,4580197.615,22.22,6
535172.342,4580209.356,22.22,6
535191.171,4580221.154,22.22,6
535210.0,4580232.953,22.22,6
535228.829,4580244.751,22.22,6
535247.657,4580256.549,22.22,6
535266.486,4580268.348,22.22,6
535285.315,4580280.146,22.22,6
535304.144,4580291.944,22.22,6
535322.973,4580303.743,22.22,7
535341.802,4580315.541,22.22,7
535360.631,4580327.339,22.22,6
535379.46,4580339.138,22.22,6
535398.289,4580350.936,22.22,6
535417.118,4580362.734,22.22,6
535435.946,4580374.533,22.22,6
535454.775,4580386.331,22.22,6
535473.502,4580397.926,22.0254,6
535492.067,4580409.411,21.8308,6
535511.126,4580419.603,21.6361,6
535530.372,4580429.055,21.4414,6
535549.183,4580438.899,21.2466,6
535567.267,4580449.675,21.0517,6
535585.184,4580460.352,20.8567,6
535602.933,4580470.929,20.6617,6
535620.515,4580481.406,20.4667,6
535637.929,4580491.783,20.2716,6
535655.175,4580502.061,20.0764,6
535672.254,4580512.238,19.8812,6
535689.027,4580522.543,19.6859,6
535705.634,4580532.745,19.4905,6
535722.054,4580542.88,19.2951,6
535738.28,4580552.955,19.0997,6
535754.34,4580562.927,18.9042,6
535770.234,4580572.795,18.7087,6
535785.962,4580582.561,18.5131,6
535801.52,4580592.229,18.3174,6
535816.881,4580601.843,18.1217,6
535832.077,4580611.354,17.926,6
535847.057,4580620.836,17.7302,6
535861.774,4580630.37,17.5344,6
535876.325,4580639.797,17.3385,6
535890.713,4580649.117,17.1426,6
535904.936,4580658.331,16.9466,6
535918.994,4580667.438,16.7506,6
535932.888,4580676.438,16.5546,6
535946.618,4580685.332,16.3585,6
535960.183,4580694.12,16.1624,6
535973.603,4580702.769,15.9662,6
535986.888,4580711.266,15.77,6
536000.008,4580719.657,15.5738,6
536012.97,4580727.932,15.3775,6
536025.792,4580736.059,15.1813,6
536038.449,4580744.081,14.9849,6
536050.94,4580751.997,14.7886,6
536063.28,4580759.785,14.5922,6
536075.457,4580767.466,14.3958,6
536087.466,4580775.041,14.1994,6
536099.302,4580782.525,14.003,6
536110.957,4580789.926,13.8065,6
536122.446,4580797.221,13.61,7
536133.77,4580804.412,13.4135,7
536144.914,4580811.518,13.217,7
536155.886,4580818.528,13.0204,7
536166.693,4580825.432,12.8239,6
536177.334,4580832.231,12.6273,6
536187.809,4580838.923,12.4307,6
536198.119,4580845.51,12.2342,6
536208.263,4580851.99,12.0376,6
536218.242,4580858.365,11.841,6
536228.054,4580864.634,11.6444,6
536237.702,4580870.797,11.4477,6
536247.183,4580876.855,11.2511,6
536256.499,4580882.806,11.0545,6
536265.649,4580888.652,10.8579,6
536274.634,4580894.391,10.6613,6
536283.453,4580900.024,10.4648,6
536292.106,4580905.552,10.2682,6
536300.594,4580910.974,10.0716,6
536308.918,4580916.287,9.8751,6
536317.079,4580921.489,9.6785,6
536325.075,4580926.586,9.482,6
536332.905,4580931.577,9.2856,6
536340.569,4580936.463,9.0891,6
536348.068,4580941.243,8.8927,6
536355.401,4580945.918,8.6963,6
536362.568,4580950.487,8.4999,6
536369.57,4580954.95,8.3036,6
536376.407,4580959.308,8.1074,6
536383.078,4580963.561,7.9112,6
536389.583,4580967.708,7.715,6
536395.924,4580971.75,7.5189,6
536402.098,4580975.686,7.3229,6
536408.108,4580979.517,7.1269,6
536413.953,4580983.243,6.931,6
536419.632,4580986.863,6.7352,6
536425.146,4580990.378,6.5395,6
536430.496,4580993.788,6.3439,6
536435.68,4580997.093,6.1483,6
536440.7,4581000.293,5.9529,6
536445.555,4581003.388,5.7577,6
536450.246,4581006.378,5.5625,6
536454.772,4581009.264,5.3675,6
536459.134,4581012.044,5.1726,6
536463.331,4581014.72,4.9779,6
536467.365,4581017.291,4.7834,6
536471.234,4581019.758,4.5891,6
536474.941,4581022.12,4.395,6
536478.483,4581024.379,4.2012,6
536481.862,4581026.533,4.0076,6
536485.079,4581028.583,3.8143,6
536488.132,4581030.53,3.6213,6
536491.024,4581032.373,3.4287,6
536493.753,4581034.113,3.2365,6
536496.32,4581035.749,3.0447,6
536498.726,4581037.283,2.8534,6
536500.972,4581038.714,2.6626,6
536503.056,4581040.043,2.4726,6
536504.982,4581041.271,2.2832,6
536506.748,4581042.397,2.0947,6
536508.356,4581043.422,1.9072,6
536509.808,4581044.347,1.721,6
536511.103,4581045.173,1.5361,6
536512.244,4581045.9,1.353,6
536513.232,4581046.53,1.1722,6
536514.071,4581047.065,0.9941,6
536514.762,4581047.505,0.8198,6
536515.31,4581047.855,0.6506,6
536515.722,4581048.118,0.4887,6
536516.007,4581048.299,0.3378,6
536516.18,4581048.409,0.2046,6
536517.131,4581049.015,1.1277,6
536519.032,4581050.227,2.255,6
536521.891,4581052.05,3.3903,6
536525.706,4581054.482,4.5246,6
536530.392,4581057.469,5.5566,6
536535.776,4581060.901,6.3846,6
536541.76,4581064.715,7.0963,6
536548.269,4581068.865,7.7196,6
536555.256,4581073.319,8.2857,6
536562.683,4581078.053,8.8072,6
536570.508,4581083.041,9.2798,6
536578.687,4581088.255,9.6996,6
536587.2,4581093.682,10.0955,6
536596.033,4581099.313,10.4756,6
536605.171,4581105.138,10.8371,6
536614.606,4581111.153,11.1886,6
536624.334,4581117.354,11.5369,6
536634.345,4581123.735,11.8712,6
536644.624,4581130.288,12.1903,6
536655.16,4581137.004,12.4947,6
536665.936,4581143.873,12.7787,6
536676.942,4581150.89,13.0532,6
536688.171,4581158.048,13.3159,6
536699.611,4581165.34,13.5664,6
536711.247,4581172.758,13.7991,6
536723.072,4581180.296,14.0235,6
536735.08,4581187.953,14.2417,6
536747.265,4581195.724,14.452,6
536759.618,4581203.603,14.6516,6
536772.132,4581211.588,14.8451,6
536784.799,4581219.683,15.0325,6
536797.624,4581227.878,15.2203,6
536810.611,4581236.177,15.4112,6
536823.762,4581244.581,15.6075,6
536837.082,4581253.093,15.807,6
536850.591,4581261.725,16.032,6
536864.286,4581270.476,16.2519,6
536878.164,4581279.345,16.4696,6
536892.24,4581288.34,16.705,6
536906.505,4581297.455,16.928,6
536920.949,4581306.685,17.1413,6
536935.554,4581316.019,17.3331,6
536950.318,4581325.453,17.5212,6
536965.24,4581334.988,17.7078,6
536980.323,4581344.627,17.9003,6
536995.562,4581354.365,18.0847,6
537011.042,4581364.257,18.3702,7
537026.77,4581374.307,18.6647,7
537042.757,4581384.523,18.9729,7
537058.95,4581394.871,19.2166,6
537075.336,4581405.342,19.4466,6
537091.891,4581415.921,19.6458,6
537108.575,4581426.582,19.7994,6
537125.37,4581437.315,19.9314,6
537142.235,4581448.092,20.0149,6
537159.167,4581458.912,20.0936,6
537176.163,4581469.773,20.1695,6
537193.215,4581480.67,20.237,6
537210.327,4581491.605,20.3072,6
537227.508,4581502.583,20.3891,6
537244.76,4581513.608,20.4741,6
537262.089,4581524.681,20.5642,6
537279.5,4581535.813,20.6662,6
537296.991,4581547.01,20.7677,6
537314.566,4581558.261,20.8681,6
537332.219,4581569.571,20.9652,6
537349.955,4581580.936,21.0642,6
537367.773,4581592.353,21.162,6
537385.762,4581603.881,21.3661,7
537403.948,4581615.533,21.5987,7
537422.274,4581627.276,21.7653,6
537440.761,4581639.122,21.9568,6
537459.39,4581651.06,22.1258,6
537478.098,4581663.048,22.22,6
537496.822,4581675.013,22.22,6
537515.554,4581686.964,22.22,6
537534.288,4581698.912,22.22,6
537553.025,4581710.856,22.22,6
537571.762,4581722.801,22.22,6
537590.499,4581734.745,22.22,6
537609.235,4581746.689,22.22,6
537627.934,4581758.692,22.22,6
537646.627,4581770.705,22.22,6
537665.239,4581782.843,22.22,6
537683.799,4581795.06,22.22,6
537702.358,4581807.277,22.22,6
537720.918,4581819.494,22.22,6
537739.478,4581831.711,22.22,6
537758.038,4581843.928,22.22,6
537776.598,4581856.145,22.22,6
537795.158,4581868.363,22.22,6
537813.718,4581880.58,22.22,6
537832.278,4581892.797,22.22,6
537850.838,4581905.014,22.22,6
537869.397,4581917.231,22.22,6
537887.957,4581929.448,22.22,6
537906.517,4581941.665,22.22,6
537925.077,4581953.883,22.22,6
537943.637,4581966.1,22.22,6
537962.247,4581978.24,22.22,6
537980.866,4581990.367,22.22,7
537999.533,4582002.421,22.22,7
538018.23,4582014.427,22.22,6
538036.927,4582026.433,22.22,6
538055.624,4582038.439,22.22,6
538074.321,4582050.446,22.22,6
538093.017,4582062.453,22.22,6
538111.714,4582074.46,22.22,6
538130.41,4582086.467,22.22,6
538149.106,4582098.475,22.22,6
538167.802,4582110.482,22.22,6
538186.498,4582122.49,22.22,6
538205.24,4582134.426,22.22,6
538224.062,4582146.235,22.22,6
538242.881,4582158.05,22.22,6
538261.667,4582169.915,22.22,6
538280.454,4582181.781,22.22,6
538299.241,4582193.646,22.22,6
538318.028,4582205.511,22.22,6
538336.814,4582217.377,22.22,6
538355.601,4582229.242,22.22,6
538374.388,4582241.108,22.22,6
538393.174,4582252.973,22.22,6
538411.961,4582264.838,22.22,6
538430.748,4582276.704,22.22,6
538449.535,4582288.569,22.22,6
538468.295,4582300.477,22.22,6
538487.05,4582312.391,22.22,7
538505.802,4582324.311,22.22,7
538524.552,4582336.235,22.22,6
538543.302,4582348.158,22.22,6
538562.052,4582360.082,22.22,6
538580.839,4582371.945,22.22,6
538599.935,4582383.305,22.22,6
538619.032,4582394.666,22.22,6
538638.311,4582405.712,22.22,6
538657.621,4582416.706,22.22,6
538677.016,4582427.546,22.22,6
538696.468,4582438.287,22.22,6
538715.951,4582448.971,22.22,6
538735.49,4582459.551,22.22,6
538755.029,4582470.132,22.22,7
538774.568,4582480.712,22.22,7
538794.108,4582491.293,22.22,7
538813.647,4582501.873,22.22,7
538833.186,4582512.453,22.22,7
538852.726,4582523.033,22.22,7
538872.265,4582533.614,22.22,7
538891.804,4582544.194,22.22,7
538911.344,4582554.774,22.22,7
538930.883,4582565.354,22.22,6
538950.422,4582575.935,22.22,6
538969.962,4582586.515,22.22,6
538989.501,4582597.095,22.22,6
539009.041,4582607.675,22.22,6
539028.58,4582618.256,22.22,6
539048.119,4582628.836,22.22,6
539067.659,4582639.416,22.22,6
539087.198,4582649.996,22.22,6
539106.737,4582660.577,22.22,6
539126.277,4582671.157,22.22,6
539145.816,4582681.737,22.22,6
539165.355,4582692.317,22.22,6
539184.895,4582702.898,22.22,6
539204.434,4582713.478,22.22,6
539223.974,4582724.058,22.22,6
539243.513,4582734.638,22.22,6
539263.052,4582745.219,22.22,6
539282.588,4582755.806,22.22,6
539302.09,4582766.455,22.22,6
539321.592,4582777.104,22.22,6
539341.093,4582787.754,22.22,6
539360.595,4582798.403,22.22,6
539380.096,4582809.053,22.22,6
539399.598,4582819.703,22.22,6
539419.099,4582830.353,22.22,6
539438.601,4582841.003,22.22,6
539458.103,4582851.653,22.22,6
539477.604,4582862.302,22.22,6
539497.106,4582872.952,22.22,6
539516.607,4582883.602,22.22,6
539536.109,4582894.252,22.22,6
539555.61,4582904.902,22.22,6
539575.112,4582915.551,22.22,6
539594.613,4582926.201,22.22,6
539614.115,4582936.851,22.22,6
539633.616,4582947.501,22.22,6
539653.118,4582958.151,22.22,6
539672.619,4582968.801,22.22,6
539692.121,4582979.45,22.22,6
539711.622,4582990.1,22.22,6
539731.124,4583000.75,22.22,6
539750.625,4583011.4,22.22,6
539770.127,4583022.05,22.22,6
539789.629,4583032.7,22.22,6
539809.13,4583043.349,22.22,6
539828.632,4583053.999,22.22,6
539848.133,4583064.649,22.22,6
539867.635,4583075.299,22.22,6
539887.136,4583085.949,22.22,6
539906.638,4583096.598,22.22,6
539926.139,4583107.248,22.22,6
539945.641,4583117.898,22.22,6
539965.142,4583128.548,22.22,6
539984.644,4583139.198,22.22,7
540004.145,4583149.848,22.22,7
540023.647,4583160.497,22.22,6
540043.148,4583171.147,22.22,7
540062.65,4583181.797,22.22,7
540082.151,4583192.447,22.22,7
540101.653,4583203.097,22.22,6
540121.155,4583213.747,22.22,6
540140.656,4583224.396,22.22,6
540160.158,4583235.046,22.22,6
540179.659,4583245.696,22.22,6
540199.161,4583256.346,22.22,7
540218.662,4583266.996,22.22,7
540238.164,4583277.645,22.22,7
540257.665,4583288.295,22.22,7
540277.167,4583298.945,22.22,6
540296.668,4583309.595,22.22,6
540316.17,4583320.245,22.22,6
540335.671,4583330.895,22.22,7
540355.173,4583341.544,22.22,7
540374.674,4583352.194,22.22,7
540394.176,4583362.844,22.22,7
540413.677,4583373.494,22.22,6
540433.179,4583384.144,22.22,6
540452.681,4583394.794,22.22,6
540472.182,4583405.443,22.22,6
540491.684,4583416.093,22.22,6
540511.185,4583426.743,22.22,6
540530.687,4583437.393,22.22,6
540550.188,4583448.043,22.22,6
540569.69,4583458.693,22.22,6
540589.191,4583469.342,22.22,6
540608.693,4583479.992,22.22,6
540628.194,4583490.642,22.22,6
540647.696,4583501.292,22.22,6
540667.197,4583511.942,22.22,6
540686.699,4583522.591,22.22,6
540706.2,4583533.241,22.22,6
540725.702,4583543.891,22.22,6
540745.189,4583554.568,22.22,6
540764.673,4583565.25,22.22,6
540784.156,4583575.933,22.22,6
540803.639,4583586.617,22.22,6
540823.122,4583597.3,22.22,6
540842.605,4583607.984,22.22,6
540862.088,4583618.668,22.22,6
540881.571,4583629.352,22.22,6
540901.053,4583640.036,22.22,6
540920.536,4583650.72,22.22,6
540940.019,4583661.404,22.22,6
540959.502,4583672.088,22.22,6
540978.985,4583682.772,22.22,6
540998.468,4583693.456,22.22,6
541017.951,4583704.14,22.22,6
541037.433,4583714.824,22.22,6
541056.916,4583725.508,22.22,6
541076.399,4583736.192,22.22,6
541095.882,4583746.876,22.22,6
541115.365,4583757.56,22.22,6
541134.848,4583768.244,22.22,6
541154.331,4583778.927,22.22,6
541173.809,4583789.619,22.22,6
541193.28,4583800.325,22.22,6
541212.751,4583811.03,22.22,6
541232.226,4583821.728,22.22,6
541251.702,4583832.426,22.22,6
541271.184,4583843.111,22.22,6
541290.667,4583853.794,22.22,6
541310.15,4583864.478,22.22,6
541329.634,4583875.161,22.22,7
541349.117,4583885.844,22.22,7
541368.6,4583896.527,22.22,7
541388.084,4583907.21,22.22,7
541407.567,4583917.893,22.22,7
541427.05,4583928.576,22.22,6
541446.533,4583939.259,22.22,6
541466.017,4583949.942,22.22,6
541485.5,4583960.626,22.22,6
541504.983,4583971.309,22.22,6
541524.467,4583981.992,22.22,6
541543.95,4583992.675,22.22,6
541563.433,4584003.358,22.22,6
541582.917,4584014.041,22.22,6
541602.4,4584024.724,22.22,6
541621.883,4584035.407,22.22,6
541641.367,4584046.09,22.22,6
541660.85,4584056.774,22.22,6
541680.333,4584067.457,22.22,6
541699.817,4584078.14,22.22,6
541719.3,4584088.823,22.22,6
541738.783,4584099.506,22.22,6
541758.266,4584110.189,22.22,6
541777.75,4584120.872,22.22,6
541797.233,4584131.555,22.22,6
541816.716,4584142.238,22.22,7
541836.2,4584152.922,22.22,7
541855.683,4584163.605,22.22,7
541875.166,4584174.288,22.22,7
541894.65,4584184.971,22.22,7
541914.133,4584195.654,22.22,7
541933.616,4584206.337,22.22,7
541953.1,4584217.02,22.22,6
541972.612,4584227.651,22.22,6
541992.129,4584238.271,22.22,6
542011.622,4584248.937,22.22,6
542031.098,4584259.634,22.22,7
542050.573,4584270.332,22.22,7
542070.048,4584281.029,22.22,7
542089.524,4584291.727,22.22,7
542108.999,4584302.425,22.22,7
542128.474,4584313.122,22.22,6
542147.95,4584323.82,22.22,6
542167.425,4584334.517,22.22,6
542186.9,4584345.215,22.22,6
542206.376,4584355.913,22.22,6
542225.851,4584366.61,22.22,6
542245.326,4584377.308,22.22,6
542264.802,4584388.006,22.22,6
542284.277,4584398.703,22.22,6
542303.753,4584409.401,22.22,6
542323.228,4584420.098,22.22,6
542342.703,4584430.796,22.22,6
542362.179,4584441.494,22.22,6
542381.654,4584452.191,22.22,6
542401.129,4584462.889,22.22,6
542420.604,4584473.587,22.22,6
542440.08,4584484.285,22.22,6
542459.555,4584494.983,22.22,6
542479.03,4584505.681,22.22,6
542498.566,4584516.268,22.22,6
542518.113,4584526.833,22.22,6
542537.661,4584537.397,22.22,6
542557.209,4584547.962,22.22,6
542576.757,4584558.527,22.22,6
542596.304,4584569.091,22.22,6
542615.848,4584579.664,22.22,6
542635.342,4584590.327,22.22,6
542654.837,4584600.99,22.22,6
542674.302,4584611.705,22.22,6
542693.763,4584622.43,22.22,6
542713.237,4584633.13,22.22,6
542732.72,4584643.813,22.22,6
542752.224,4584654.458,22.22,6
542771.769,4584665.029,22.22,6
542791.313,4584675.599,22.22,6
542810.858,4584686.17,22.22,6
542830.403,4584696.74,22.22,6
542849.947,4584707.31,22.22,6
542869.492,4584717.881,22.22,6
542889.037,4584728.451,22.22,6
542908.581,4584739.022,22.22,6
542928.132,4584749.581,22.22,6
542947.695,4584760.118,22.22,6
542967.283,4584770.606,22.22,6
542987.145,4584780.567,22.22,6
543007.007,4584790.528,22.22,6
543027.112,4584799.986,22.22,6
543047.265,4584809.345,22.22,6
543067.554,4584818.402,22.22,6
543087.938,4584827.246,22.22,6
543108.322,4584836.089,22.22,6
543128.707,4584844.933,22.22,6
543149.091,4584853.776,22.22,6
543169.476,4584862.618,22.22,6
543189.861,4584871.461,22.22,7
543210.245,4584880.303,22.22,7
543230.63,4584889.146,22.22,6
543251.015,4584897.988,22.22,6
543271.4,4584906.83,22.22,6
543291.785,4584915.673,22.22,6
543312.169,4584924.515,22.22,6
543332.554,4584933.358,22.22,6
543352.905,4584942.185,22.1826,6
543373.22,4584950.998,22.1445,6
543393.5,4584959.794,22.1055,6
543413.743,4584968.575,22.0657,6
543433.914,4584977.42,22.0251,6
543454.02,4584986.311,21.9837,6
543474.085,4584995.189,21.9413,6
543494.106,4585004.059,21.898,6
543514.087,4585012.911,21.8537,6
543534.083,4585021.614,21.8085,6
543554.037,4585030.299,21.7623,6
543573.817,4585038.902,21.5696,6
