x_m,y_m,speed_mps,notch
549191.282,4590656.065,22.0847,6
549196.991,4590677.539,22.22,6
549202.7,4590699.013,22.22,6
549208.373,4590720.497,22.22,6
549214.045,4590741.981,22.22,6
549219.482,4590763.524,22.22,6
549224.827,4590785.092,22.22,6
549230.703,4590806.513,22.22,6
549237.185,4590827.767,22.22,6
549244.234,4590848.808,22.22,6
549253.315,4590869.087,22.22,6
549262.396,4590889.367,22.22,6
549273.544,4590908.584,22.22,6
549284.749,4590927.772,22.22,6
549293.651,4590948.07,22.22,6
549301.682,4590968.788,22.22,6
549308.525,4590989.888,22.22,6
549314.075,4591011.403,22.22,6
549319.624,4591032.919,22.22,6
549325.174,4591054.435,22.22,6
549330.723,4591075.951,22.22,6
549336.273,4591097.467,22.22,6
549341.822,4591118.983,22.22,6
549347.372,4591140.499,22.22,6
549352.922,4591162.014,22.22,6
549358.649,4591183.483,22.22,6
549364.571,4591204.899,22.22,6
549370.509,4591226.311,22.22,6
549376.499,4591247.708,22.22,6
549382.489,4591269.105,22.22,6
549388.48,4591290.503,22.22,6
549394.47,4591311.9,22.22,6
549400.461,4591333.297,22.22,6
549406.451,4591354.695,22.22,6
549412.949,4591375.936,22.22,6
549420.004,4591397.006,22.22,6
549427.824,4591417.749,22.22,6
549438.175,4591437.411,22.22,6
549448.526,4591457.073,22.22,6
549461.066,4591475.414,22.22,6
549473.638,4591493.735,22.22,6
549486.401,4591511.924,22.22,6
549499.232,4591530.065,22.22,6
549512.062,4591548.206,22.22,6
549524.893,4591566.347,22.22,6
549537.724,4591584.488,22.22,6
549550.555,4591602.629,22.22,6
549563.386,4591620.77,22.22,6
549576.217,4591638.911,22.22,6
549589.047,4591657.052,22.22,6
549601.878,4591675.193,22.22,6
549614.709,4591693.334,22.22,6
549627.54,4591711.475,22.22,6
549640.371,4591729.616,22.22,6
549653.266,4591747.711,22.22,6
549666.373,4591765.653,22.22,6
549679.48,4591783.596,22.22,6
549692.278,4591801.76,22.22,6
549705.071,4591819.928,22.22,6
549717.839,4591838.114,22.22,6
549730.598,4591856.305,22.22,6
549743.357,4591874.497,22.22,6
549756.116,4591892.688,22.22,6
549768.875,4591910.88,22.22,6
549781.634,4591929.072,22.22,6
549794.393,4591947.263,22.22,6
549807.152,4591965.455,22.22,6
549819.911,4591983.646,22.22,6
549832.67,4592001.838,22.22,6
549845.429,4592020.03,22.22,6
549858.188,4592038.222,22.22,6
549870.945,4592056.415,22.22,6
549883.697,4592074.611,22.22,6
549896.432,4592092.819,22.22,6
549909.168,4592111.028,22.22,6
549921.903,4592129.236,22.22,6
549934.638,4592147.444,22.22,6
549947.373,4592165.653,22.22,6
549960.108,4592183.861,22.22,6
549972.861,4592202.057,22.22,6
549985.632,4592220.241,22.22,6
549998.404,4592238.423,22.22,6
550011.068,4592256.441,22.0233,6
550023.619,4592274.298,21.8267,6
550036.057,4592291.994,21.6299,6
550048.381,4592309.53,21.4332,6
550060.687,4592326.837,21.2364,6
550072.933,4592343.945,21.0396,6
550085.371,4592360.657,20.8428,6
550098.606,4592376.502,20.646,6
550111.715,4592392.197,20.4491,7
550124.192,4592408.147,20.2522,7
550136.434,4592424.032,20.0553,6
550148.343,4592439.919,19.8584,6
550159.701,4592455.968,19.6614,6
550170.945,4592471.856,19.4644,6
550182.076,4592487.583,19.2674,6
550193.093,4592503.149,19.0704,6
550203.996,4592518.555,18.8734,6
550214.785,4592533.8,18.6763,6
550225.46,4592548.883,18.4793,6
550236.022,4592563.806,18.2822,6
550246.469,4592578.568,18.085,6
550256.803,4592593.169,17.8879,6
550267.023,4592607.61,17.6908,6
550277.128,4592621.889,17.4936,6
550287.12,4592636.007,17.2965,6
550296.999,4592649.965,17.0993,6
550306.763,4592663.761,16.9021,6
550316.413,4592677.397,16.7049,6
550325.949,4592690.871,16.5077,6
550335.372,4592704.185,16.3104,6
550344.68,4592717.337,16.1132,6
550353.875,4592730.329,15.916,6
550362.955,4592743.159,15.7187,6
550371.922,4592755.829,15.5214,6
550380.774,4592768.337,15.3242,6
550389.513,4592780.684,15.1269,6
550398.138,4592792.871,14.9296,6
550406.648,4592804.896,14.7324,6
550415.045,4592816.761,14.5351,6
550423.328,4592828.464,14.3378,6
550431.497,4592840.006,14.1405,6
550439.552,4592851.387,13.9433,6
550447.493,4592862.608,13.746,6
550455.32,4592873.667,13.5487,6
550463.033,4592884.565,13.3514,6
550470.632,4592895.302,13.1542,6
550478.117,4592905.878,12.9569,6
550485.488,4592916.294,12.7597,6
550492.745,4592926.548,12.5624,6
550499.888,4592936.641,12.3652,6
550506.918,4592946.573,12.168,6
550513.833,4592956.344,11.9708,6
550520.634,4592965.955,11.7736,6
550527.322,4592975.404,11.5764,6
550533.896,4592984.692,11.3793,6
550540.356,4592993.82,11.1822,6
550546.702,4593002.787,10.9851,6
550552.934,4593011.592,10.788,6
550559.052,4593020.237,10.5909,6
550565.056,4593028.721,10.3939,6
550570.947,4593037.045,10.1969,6
550576.724,4593045.207,9.9999,6
550582.387,4593053.209,9.803,6
550587.936,4593061.05,9.6061,6
550593.372,4593068.73,9.4092,6
550598.694,4593076.25,9.2124,6
550603.902,4593083.609,9.0156,6
550608.996,4593090.807,8.8189,6
550613.977,4593097.845,8.6222,6
550618.845,4593104.723,8.4256,6
550623.599,4593111.44,8.229,6
550628.239,4593117.996,8.0325,6
550632.766,4593124.392,7.8361,6
550637.179,4593130.628,7.6397,6
550641.479,4593136.704,7.4434,6
550645.666,4593142.62,7.2472,6
550649.739,4593148.375,7.051,6
550653.699,4593153.97,6.855,6
550657.546,4593159.406,6.659,6
550661.28,4593164.682,6.4632,6
550664.9,4593169.797,6.2674,6
550668.408,4593174.754,6.0718,6
550671.803,4593179.55,5.8763,6
550675.084,4593184.187,5.681,6
550678.254,4593188.665,5.4858,6
550681.31,4593192.984,5.2907,6
550684.254,4593197.143,5.0958,6
550687.085,4593201.144,4.9011,6
550689.804,4593204.985,4.7066,6
550692.411,4593208.669,4.5123,6
550694.905,4593212.193,4.3182,6
550697.288,4593215.56,4.1244,6
550699.559,4593218.769,3.9309,6
550701.718,4593221.819,3.7376,7
550703.766,4593224.713,3.5447,7
550705.702,4593227.449,3.3522,7
550707.528,4593230.029,3.1601,7
550709.243,4593232.452,2.9685,7
550710.847,4593234.719,2.7774,7
550712.342,4593236.83,2.5869,7
550713.726,4593238.787,2.3971,7
550715.002,4593240.589,2.208,7
550716.169,4593242.238,2.0199,7
550717.228,4593243.734,1.8329,7
550718.179,4593245.079,1.6471,7
550719.024,4593246.273,1.4629,7
550719.764,4593247.318,1.2807,7
550720.4,4593248.217,1.1008,7
550720.934,4593248.971,0.9241,7
550721.368,4593249.585,0.7517,7
550721.706,4593250.062,0.585,7
550721.953,4593250.411,0.4269,7
550722.116,4593250.641,0.2821,7
550722.823,4593251.64,1.2238,7
550724.236,4593253.637,2.447,7
550726.394,4593256.685,3.7345,7
550729.294,4593260.784,5.0209,7
550732.931,4593265.922,6.2953,7
550737.236,4593272.006,7.4529,7
550742.114,4593278.897,8.4429,7
550747.495,4593286.501,9.315,7
550753.225,4593294.598,9.9195,6
550759.278,4593303.149,10.4768,6
550765.609,4593312.095,10.9596,6
550772.207,4593321.417,11.4206,6
550779.05,4593331.087,11.8463,6
550786.13,4593341.091,12.2554,6
550793.423,4593351.396,12.6247,6
550800.895,4593361.953,12.9342,6
550808.537,4593372.752,13.2296,6
550816.342,4593383.78,13.5106,6
550824.415,4593395.186,13.9732,7
550832.737,4593406.945,14.4066,7
550841.335,4593419.093,14.8823,7
550850.241,4593431.677,15.4173,7
550859.529,4593444.802,16.0788,7
550869.174,4593458.429,16.695,7
550879.146,4593472.519,17.2609,7
550889.303,4593486.871,17.5833,6
550899.614,4593501.44,17.848,6
550910.036,4593516.166,18.0411,6
550920.489,4593530.936,18.0945,6
550930.98,4593545.759,18.1603,6
550941.482,4593560.599,18.18,6
550951.983,4593575.436,18.1771,6
550962.482,4593590.271,18.1743,6
550972.98,4593605.103,18.1714,6
550983.475,4593619.933,18.1685,6
550993.97,4593634.761,18.1656,6
551004.553,4593649.715,18.3205,6
551015.211,4593664.797,18.4677,6
551025.932,4593680.004,18.6061,6
551036.723,4593695.312,18.7289,6
551047.254,4593710.944,18.8504,6
551057.717,4593726.778,18.9781,6
551068.259,4593742.721,19.1134,6
551078.926,4593758.752,19.2558,6
551089.687,4593774.921,19.4224,6
551100.578,4593791.206,19.5914,6
551111.606,4593807.608,19.7644,6
551122.736,4593824.162,19.9475,6
551134.88,4593840.21,20.1262,6
551147.201,4593856.432,20.371,6
551159.679,4593872.924,20.6806,6
551172.446,4593889.855,21.205,6
551185.742,4593907.452,22.055,6
551199.224,4593925.114,22.22,6
551212.706,4593942.776,22.22,6
551224.91,4593961.34,22.22,6
551237.002,4593979.973,22.2126,6
551247.778,4593999.359,22.2052,6
551257.914,4594019.107,22.1978,6
551267.091,4594039.274,22.1903,6
551274.967,4594060.041,22.2101,6
551282.579,4594080.907,22.22,6
551288.905,4594102.207,22.22,6
551295.232,4594123.508,22.22,6
551300.835,4594145.009,22.22,6
551306.377,4594166.526,22.22,6
551311.897,4594188.05,22.22,6
551317.408,4594209.575,22.22,6
551323.288,4594230.999,22.22,6
551329.674,4594252.281,22.22,6
551336.126,4594273.543,22.22,6
551342.897,4594294.707,22.22,6
551349.668,4594315.87,22.22,6
551357.122,4594336.801,22.22,6
551364.634,4594357.713,22.22,6
551372.983,4594378.295,22.22,6
551381.742,4594398.716,22.22,6
551390.779,4594419.012,22.22,6
551400.201,4594439.136,22.22,6
551409.714,4594459.215,22.22,6
551419.677,4594479.076,22.22,6
551429.641,4594498.937,22.22,6
551440.184,4594518.495,22.22,6
551450.778,4594538.027,22.22,6
551461.7,4594557.376,22.22,6
551472.782,4594576.635,22.22,6
551484.26,4594595.653,22.22,6
551496.28,4594614.341,22.22,6
551508.331,4594633.009,22.22,6
551520.527,4594651.583,22.22,6
551532.722,4594670.157,22.22,6
551545.013,4594688.669,22.22,6
551557.312,4594707.174,22.22,6
551569.836,4594725.527,22.22,6
551582.472,4594743.805,22.22,6
551595.108,4594762.083,22.22,6
551607.743,4594780.36,22.22,6
551620.379,4594798.638,22.22,6
551633.014,4594816.915,22.22,6
551645.65,4594835.193,22.22,6
551658.285,4594853.471,22.22,6
551670.921,4594871.748,22.22,6
551683.556,4594890.026,22.22,6
551696.192,4594908.304,22.22,6
551708.827,4594926.581,22.22,6
551721.463,4594944.859,22.22,6
551734.089,4594963.143,22.22,6
551746.667,4594981.46,22.22,6
551759.245,4594999.778,22.22,6
551771.728,4595018.159,22.22,6
551784.203,4595036.547,22.22,6
551796.678,4595054.935,22.22,6
551809.153,4595073.322,22.22,6
551821.628,4595091.71,22.22,6
551834.103,4595110.097,22.22,6
551846.578,4595128.485,22.22,6
551859.053,4595146.872,22.22,6
551871.528,4595165.26,22.22,6
551884.003,4595183.647,22.22,6
551896.478,4595202.035,22.22,6
551908.953,4595220.423,22.22,6
551921.428,4595238.81,22.22,6
551933.903,4595257.198,22.22,6
551946.378,4595275.585,22.22,6
551958.853,4595293.973,22.22,6
551971.328,4595312.36,22.22,6
551983.803,4595330.748,22.22,6
551996.28,4595349.135,22.22,6
552008.756,4595367.521,22.22,6
552021.3,4595385.862,22.22,6
552033.878,4595404.179,22.22,6
552046.456,4595422.496,22.22,6
552059.034,4595440.813,22.22,6
552071.612,4595459.131,22.22,6
552084.19,4595477.448,22.22,6
552096.768,4595495.765,22.22,6
552109.346,4595514.083,22.22,6
552121.924,4595532.4,22.22,6
552134.502,4595550.717,22.22,6
552147.08,4595569.034,22.22,6
552159.658,4595587.352,22.22,6
552172.236,4595605.669,22.22,6
552184.801,4595623.995,22.22,6
552197.3,4595642.367,22.22,6
552209.798,4595660.738,22.22,6
552222.261,4595679.134,22.22,6
552234.721,4595697.532,22.22,6
552247.181,4595715.929,22.22,6
552259.641,4595734.327,22.22,6
552272.101,4595752.725,22.22,6
552284.561,4595771.123,22.22,6
552297.021,4595789.52,22.22,6
552309.481,4595807.918,22.22,6
552321.941,4595826.316,22.22,6
552334.401,4595844.714,22.22,6
552346.861,4595863.112,22.22,6
552359.321,4595881.509,22.22,6
552371.781,4595899.907,22.22,6
552384.247,4595918.3,22.22,6
552396.724,4595936.687,22.22,6
552409.206,4595955.069,22.22,6
552421.719,4595973.431,22.22,6
552434.233,4595991.793,22.22,6
552446.746,4596010.154,22.22,6
552459.259,4596028.516,22.22,6
552471.772,4596046.878,22.22,6
552484.285,4596065.239,22.22,6
552496.798,4596083.601,22.22,6
552509.311,4596101.963,22.22,6
552521.824,4596120.324,22.22,6
552534.338,4596138.686,22.22,6
552546.851,4596157.047,22.22,6
552559.364,4596175.409,22.22,6
552571.877,4596193.771,22.22,6
552584.409,4596212.12,22.22,6
552596.95,4596230.462,22.22,6
552609.493,4596248.803,22.22,6
552622.037,4596267.144,22.22,6
552634.581,4596285.485,22.22,6
552647.125,4596303.825,22.22,6
552659.669,4596322.166,22.22,6
552672.213,4596340.506,22.22,6
552684.757,4596358.847,22.22,6
552697.301,4596377.187,22.22,6
552709.845,4596395.528,22.22,6
552722.389,4596413.869,22.22,6
552734.933,4596432.209,22.22,6
552747.55,4596450.498,22.22,6
552760.546,4596468.521,22.22,6
552773.543,4596486.544,22.22,6
552787.295,4596503.994,22.22,6
552801.121,4596521.389,22.22,6
552815.728,4596538.117,22.22,6
552830.734,4596554.504,22.22,6
552846.054,4596570.59,22.22,6
552861.82,4596586.248,22.22,6
552877.665,4596601.824,22.22,6
552893.913,4596616.98,22.22,6
552910.161,4596632.137,22.22,6
552927.182,4596646.416,22.22,6
552944.275,4596660.613,22.22,6
552961.708,4596674.385,22.22,6
552979.312,4596687.943,22.22,6
552996.966,4596701.436,22.22,6
553014.689,4596714.838,22.22,6
553032.412,4596728.241,22.22,6
553050.136,4596741.643,22.22,6
553067.859,4596755.045,22.22,6
553085.582,4596768.447,22.22,6
553103.305,4596781.849,22.22,6
553121.028,4596795.251,22.22,6
553138.752,4596808.653,22.22,6
553156.473,4596822.058,22.22,6
553174.191,4596835.466,22.22,6
553191.922,4596848.858,22.22,6
553209.719,4596862.162,22.22,7
553227.516,4596875.466,22.22,6
553245.242,4596888.865,22.22,6
553262.96,4596902.273,22.22,6
553280.673,4596915.689,22.22,6
553298.383,4596929.109,22.22,6
553316.093,4596942.529,22.22,6
553333.802,4596955.949,22.22,7
553351.512,4596969.368,22.22,7
553369.222,4596982.788,22.22,7
553386.932,4596996.208,22.22,6
553404.642,4597009.628,22.22,6
553422.351,4597023.048,22.22,6
553440.061,4597036.468,22.22,6
553457.771,4597049.887,22.22,6
553475.481,4597063.307,22.22,6
553493.191,4597076.727,22.22,6
553510.9,4597090.147,22.22,6
553528.61,4597103.567,22.22,6
553546.32,4597116.987,22.22,6
553564.03,4597130.406,22.22,6
553581.74,4597143.826,22.22,6
553599.449,4597157.246,22.22,6
553617.159,4597170.666,22.22,6
553634.869,4597184.086,22.22,6
553652.579,4597197.506,22.22,6
553670.288,4597210.925,22.22,6
553687.998,4597224.345,22.22,6
553705.708,4597237.765,22.22,6
553723.445,4597251.149,22.22,6
553741.185,4597264.529,22.22,6
553758.987,4597277.826,22.22,6
553776.821,4597291.08,22.22,6
553794.656,4597304.333,22.22,6
553812.49,4597317.587,22.22,6
553830.324,4597330.841,22.22,6
553848.159,4597344.095,22.22,6
553865.993,4597357.349,22.22,6
553883.828,4597370.603,22.22,6
553901.662,4597383.856,22.22,6
553919.624,4597396.935,22.22,6
553937.653,4597409.924,22.22,6
553955.563,4597423.073,22.22,6
553973.302,4597436.453,22.22,6
553991.042,4597449.834,22.22,6
554008.782,4597463.214,22.22,6
554026.521,4597476.595,22.22,6
554044.261,4597489.975,22.22,6
554062.001,4597503.355,22.22,6
554079.74,4597516.736,22.22,6
554097.48,4597530.116,22.22,6
554115.219,4597543.496,22.22,6
554132.959,4597556.877,22.22,6
554150.699,4597570.257,22.22,6
554168.438,4597583.637,22.22,6
554186.178,4597597.018,22.22,6
554203.842,4597610.316,22.1107,6
554221.42,4597623.547,22.0003,6
554238.912,4597636.705,21.8889,6
554256.317,4597649.792,21.7765,6
554273.632,4597662.811,21.663,6
554290.855,4597675.762,21.5485,6
554307.985,4597688.643,21.4329,6
554325.022,4597701.453,21.3162,6
554341.966,4597714.193,21.1985,6
554358.808,4597726.87,21.0797,6
554375.551,4597739.478,20.9597,6
554392.196,4597752.016,20.8387,6
554408.738,4597764.487,20.7165,6
554425.182,4597776.884,20.5932,6
554441.526,4597789.206,20.4688,6
554457.77,4597801.453,20.3432,6
554473.913,4597813.623,20.2165,6
554489.953,4597825.717,20.0886,6
554505.891,4597837.732,19.9596,7
554521.725,4597849.67,19.8293,7
554537.453,4597861.528,19.6979,6
554553.076,4597873.306,19.5653,6
554568.592,4597885.004,19.4315,6
554584.0,4597896.621,19.2965,6
554599.333,4597908.11,19.1603,6
554614.566,4597919.505,19.0228,7
554629.683,4597930.823,18.8841,7
554644.665,4597942.087,18.7442,7
554659.534,4597953.266,18.6031,6
554674.286,4597964.364,18.4606,6
554688.919,4597975.382,18.317,6
554703.436,4597986.313,18.172,6
554717.836,4597997.156,18.0258,6
554732.118,4598007.911,17.8784,7
554746.281,4598018.575,17.7296,7
554760.325,4598029.15,17.5796,7
554774.247,4598039.633,17.4282,6
554788.048,4598050.025,17.2756,6
554801.726,4598060.324,17.1217,6
554815.28,4598070.53,16.9665,6
554828.708,4598080.641,16.8099,6
554842.011,4598090.658,16.6521,6
554855.186,4598100.579,16.4929,6
554868.234,4598110.403,16.3325,6
554881.152,4598120.13,16.1707,6
554893.939,4598129.759,16.0076,6
554906.596,4598139.289,15.8431,6
554919.12,4598148.72,15.6774,6
554931.51,4598158.049,15.5103,6
554943.766,4598167.278,15.342,6
554955.887,4598176.404,15.1723,6
554967.871,4598185.428,15.0012,6
554979.717,4598194.348,14.8289,6
554991.424,4598203.163,14.6553,6
555002.992,4598211.874,14.4803,6
555014.419,4598220.478,14.304,7
555025.704,4598228.975,14.1265,7
555036.846,4598237.365,13.9476,7
555047.844,4598245.646,13.7675,6
555058.697,4598253.819,13.586,6
555069.405,4598261.881,13.4033,6
555079.965,4598269.833,13.2194,6
555090.377,4598277.673,13.0342,6
555100.641,4598285.402,12.8477,6
555110.754,4598293.017,12.66,6
555120.717,4598300.519,12.4711,6
555130.528,4598307.906,12.2811,6
555140.186,4598315.178,12.0898,6
555149.69,4598322.335,11.8974,6
555159.04,4598329.375,11.7039,6
555168.234,4598336.298,11.5093,6
555177.272,4598343.103,11.3136,6
555186.153,4598349.791,11.1171,6
555194.878,4598356.36,10.9221,6
555203.753,4598363.043,11.11,6
555212.629,4598369.726,11.11,6
555221.504,4598376.409,11.11,6
555230.379,4598383.092,11.11,6
555239.255,4598389.775,11.11,6
555248.13,4598396.458,11.11,6
555256.859,4598403.031,10.9273,6
555265.442,4598409.494,10.744,6
555273.878,4598415.846,10.5604,6
555282.167,4598422.088,10.3763,6
555290.309,4598428.218,10.1917,6
555298.303,4598434.237,10.0067,6
555306.149,4598440.145,9.8213,6
555313.846,4598445.941,9.6355,6
555321.395,4598451.625,9.4493,6
555328.795,4598457.197,9.2627,6
555336.045,4598462.656,9.0758,6
555343.145,4598468.003,8.8884,6
555350.096,4598473.237,8.7007,6
555356.896,4598478.357,8.5127,6
555363.546,4598483.364,8.3243,6
555370.045,4598488.258,8.1356,6
555376.393,4598493.038,7.9465,6
555382.59,4598497.704,7.7572,6
555388.636,4598502.256,7.5676,6
555394.529,4598506.694,7.3777,6
555400.271,4598511.018,7.1875,6
555405.861,4598515.227,6.9971,6
555411.298,4598519.321,6.8065,6
555416.583,4598523.3,6.6156,6
555421.716,4598527.165,6.4246,6
555426.695,4598530.914,6.2333,6
555431.522,4598534.549,6.0419,6
555436.195,4598538.068,5.8503,6
555440.716,4598541.472,5.6586,6
555445.083,4598544.76,5.4668,6
555449.297,4598547.933,5.2749,6
555453.357,4598550.99,5.0829,6
555457.264,4598553.932,4.8909,6
555461.018,4598556.759,4.6988,6
555464.618,4598559.47,4.5067,6
555468.065,4598562.065,4.3147,6
555471.359,4598564.545,4.1227,6
555474.499,4598566.91,3.9308,6
555477.486,4598569.159,3.739,6
555480.32,4598571.293,3.5475,6
555483.001,4598573.311,3.3561,6
555485.529,4598575.215,3.165,6
555487.905,4598577.004,2.9742,6
555490.129,4598578.679,2.7839,6
555492.201,4598580.239,2.594,6
555494.122,4598581.686,2.4047,6
555495.892,4598583.019,2.216,6
555497.513,4598584.239,2.0282,6
555498.984,4598585.346,1.8414,6
555500.306,4598586.342,1.6558,6
555501.482,4598587.227,1.4717,6
555502.512,4598588.003,1.2894,6
555503.398,4598588.67,1.1095,6
555504.144,4598589.232,0.9327,6
555504.751,4598589.689,0.76,6
555505.224,4598590.045,0.593,6
555505.571,4598590.307,0.4344,6
555505.802,4598590.48,0.2888,6
555506.696,4598591.153,1.1187,6
555508.483,4598592.499,2.237,6
555511.148,4598594.506,3.3357,6
555514.689,4598597.172,4.4335,6
555519.055,4598600.459,5.4645,6
555524.075,4598604.24,6.2842,6
555529.655,4598608.441,6.9848,6
555535.733,4598613.018,7.609,6
555542.263,4598617.935,8.1742,6
555549.208,4598623.164,8.6936,6
555556.542,4598628.687,9.1804,6
555564.25,4598634.49,9.6481,6
555572.309,4598640.559,10.0889,6
555580.704,4598646.88,10.5086,6
555589.418,4598653.441,10.9079,6
555598.293,4598660.124,11.11,6
555607.168,4598666.807,11.11,6
555616.044,4598673.49,11.11,6
555624.919,4598680.173,11.11,6
555633.794,4598686.856,11.11,6
555642.67,4598693.539,11.11,6
555651.545,4598700.222,11.11,6
555660.42,4598706.905,11.11,6
555669.295,4598713.588,11.11,6
555678.171,4598720.271,11.11,6
555687.046,4598726.954,11.11,6
555695.921,4598733.637,11.11,6
555704.797,4598740.319,11.11,6
555713.672,4598747.002,11.11,6
555722.547,4598753.685,11.11,6
555731.422,4598760.368,11.11,6
555740.298,4598767.051,11.11,6
555749.173,4598773.734,11.11,6
555758.048,4598780.417,11.11,6
555766.923,4598787.1,11.11,6
555775.799,4598793.783,11.11,6
555784.674,4598800.466,11.11,6
555793.549,4598807.149,11.11,6
555802.425,4598813.832,11.11,6
555811.3,4598820.515,11.11,6
555820.175,4598827.197,11.11,6
555829.05,4598833.88,11.11,6
555837.926,4598840.563,11.11,6
555846.801,4598847.246,11.11,6
555855.676,4598853.929,11.11,6
555864.552,4598860.612,11.11,6
555873.427,4598867.295,11.11,6
555882.302,4598873.978,11.11,6
555891.177,4598880.661,11.11,6
555900.053,4598887.344,11.11,6
555908.928,4598894.027,11.11,6
555917.803,4598900.71,11.11,6
555926.679,4598907.393,11.11,6
555935.554,4598914.075,11.11,6
555944.429,4598920.758,11.11,6
555953.304,4598927.441,11.11,6
555962.18,4598934.124,11.11,6
555971.055,4598940.807,11.11,6
555979.93,4598947.49,11.11,6
555988.806,4598954.173,11.11,6
555997.681,4598960.856,11.11,6
556006.556,4598967.539,11.11,6
556015.431,4598974.222,11.11,6
556024.307,4598980.905,11.11,6
556033.182,4598987.588,11.11,6
556042.057,4598994.271,11.11,6
556050.933,4599000.953,11.11,6
556059.808,4599007.636,11.11,6
556068.683,4599014.319,11.11,6
556077.558,4599021.002,11.11,6
556086.434,4599027.685,11.11,6
556095.309,4599034.368,11.11,6
556104.184,4599041.051,11.11,6
556113.06,4599047.734,11.11,6
556121.935,4599054.417,11.11,6
556130.81,4599061.1,11.11,6
556139.685,4599067.783,11.11,6
556148.561,4599074.466,11.11,6
556157.436,4599081.149,11.11,6
556166.311,4599087.831,11.11,6
556175.186,4599094.514,11.11,6
556184.062,4599101.197,11.11,6
556192.937,4599107.88,11.11,6
556201.812,4599114.563,11.11,6
556210.688,4599121.246,11.11,7
556219.563,4599127.929,11.11,7
556228.438,4599134.612,11.11,7
556237.313,4599141.295,11.11,7
556246.189,4599147.978,11.11,6
556255.064,4599154.661,11.11,6
556263.939,4599161.344,11.11,6
556272.815,4599168.027,11.11,6
556281.69,4599174.709,11.11,6
556290.565,4599181.392,11.11,6
556299.44,4599188.075,11.11,6
556308.316,4599194.758,11.11,6
556317.191,4599201.441,11.11,6
556326.066,4599208.124,11.11,6
556334.942,4599214.807,11.11,6
556343.817,4599221.49,11.11,6
556352.692,4599228.173,11.11,6
556361.567,4599234.856,11.11,6
556370.443,4599241.539,11.11,6
556379.318,4599248.222,11.11,6
556388.193,4599254.905,11.11,6
556397.069,4599261.587,11.11,6
556405.944,4599268.27,11.11,6
556414.819,4599274.953,11.11,6
556423.694,4599281.636,11.11,6
556432.57,4599288.319,11.11,6
556441.445,4599295.002,11.11,6
556450.32,4599301.685,11.11,6
556459.196,4599308.368,11.11,6
556468.071,4599315.051,11.11,6
556476.946,4599321.734,11.11,6
556485.821,4599328.417,11.11,6
556494.697,4599335.1,11.11,6
556503.572,4599341.783,11.11,6
556512.447,4599348.465,11.11,6
556521.323,4599355.148,11.11,6
556530.198,4599361.831,11.11,6
556539.073,4599368.514,11.11,6
556547.948,4599375.197,11.11,6
556556.824,4599381.88,11.11,6
556565.699,4599388.563,11.11,6
556574.574,4599395.246,11.11,6
556583.45,4599401.929,11.11,6
556592.325,4599408.612,11.11,6
556601.2,4599415.295,11.11,6
556610.075,4599421.978,11.11,6
556618.951,4599428.661,11.11,6
556627.826,4599435.343,11.11,6
556636.701,4599442.026,11.11,6
556645.576,4599448.709,11.11,6
556654.452,4599455.392,11.11,6
556663.327,4599462.075,11.11,6
556672.18,4599468.787,11.11,6
556681.03,4599475.504,11.11,6
556689.88,4599482.22,11.11,6
556698.731,4599488.936,11.11,6
556707.6,4599495.627,11.11,6
556716.5,4599502.276,11.11,6
556725.4,4599508.926,11.11,6
556734.301,4599515.576,11.11,6
556743.201,4599522.225,11.11,6
556752.101,4599528.875,11.11,6
556761.001,4599535.525,11.11,6
556769.902,4599542.174,11.11,6
556778.802,4599548.824,11.11,6
556787.702,4599555.474,11.11,6
556796.602,4599562.123,11.11,6
556805.503,4599568.773,11.11,6
556814.403,4599575.422,11.11,6
556823.303,4599582.072,11.11,6
556832.203,4599588.722,11.11,6
556841.103,4599595.371,11.11,6
556850.004,4599602.021,11.11,6
556858.904,4599608.671,11.11,6
556867.804,4599615.32,11.11,6
556876.704,4599621.97,11.11,6
556885.605,4599628.62,11.11,6
556894.505,4599635.269,11.11,6
556903.405,4599641.919,11.11,6
556912.305,4599648.569,11.11,6
556921.206,4599655.218,11.11,6
556930.106,4599661.868,11.11,6
556939.006,4599668.518,11.11,6
556947.906,4599675.167,11.11,6
556956.807,4599681.817,11.11,6
556965.707,4599688.467,11.11,6
556974.607,4599695.116,11.11,6
556983.507,4599701.766,11.11,6
556992.407,4599708.416,11.11,6
557001.308,4599715.065,11.11,6
557010.208,4599721.715,11.11,7
557019.108,4599728.365,11.11,7
557028.014,4599735.007,11.11,7
557036.928,4599741.638,11.11,7
557045.843,4599748.268,11.11,6
557054.757,4599754.899,11.11,6
557063.672,4599761.529,11.11,6
557072.555,4599768.201,11.11,6
557081.435,4599774.879,11.11,6
557090.314,4599781.556,11.11,6
557099.193,4599788.233,11.11,6
557108.072,4599794.912,11.11,6
557116.948,4599801.594,11.11,6
557125.824,4599808.276,11.11,6
557134.7,4599814.958,11.11,6
557143.576,4599821.64,11.11,6
557152.452,4599828.321,11.11,6
557161.329,4599835.003,11.11,6
557170.205,4599841.685,11.11,6
557179.081,4599848.367,11.11,6
557187.957,4599855.048,11.11,6
557196.833,4599861.73,11.11,6
557205.709,4599868.412,11.11,6
557214.586,4599875.094,11.11,6
557223.462,4599881.775,11.11,6
557232.338,4599888.457,11.11,6
557241.214,4599895.139,11.11,6
557250.09,4599901.821,11.11,6
