This is the link file of route1											
749	1	1
1	1	2	99.8887	1.00000	0	-0.01450283612991	0.04187896241436	1	0.2	0
2	2	3	99.7678	11.10000	0	-0.00714244197458	0.15249435478959	1	0.2	0
3	3	4	99.9395	11.10000	0	0.05688866452178	0.09759287734305	1	0.2	0
4	4	5	99.9987	11.10000	0	0.03823596813739	0.06553644715420	1	0.2	0
5	5	6	99.7614	11.10000	0	-0.01098812526977	0.25354635131959	1	0.2	0
6	6	7	99.8950	11.10000	0	-0.06847702572816	0.00501936914153	1	0.2	0
7	7	8	99.9936	11.10000	0	0.03465492664715	0.00189257152144	1	0.2	0
8	8	9	99.9987	11.10000	0	0.10934897245099	0.00176940616162	1	0.2	0
9	9	10	99.9981	11.10000	0	0.06843694058684	0.05731935158232	1	0.2	0
10	10	11	99.9656	11.10000	0	0.03473484265895	0.04511355123848	1	0.2	0
11	11	12	99.9395	11.10000	0	0.06727090619979	0.07774629616142	1	0.2	0
12	12	13	99.9568	11.10000	0	0.07047114197933	0.08861300051446	1	0.2	0
13	13	14	100.0000	11.10000	0	0.01508789062502	0.06451114286997	1	0.2	0
14	14	15	99.9318	11.10000	0	0.05491414188339	0.14616623511639	1	0.2	0
15	15	16	99.8195	11.10000	0	0.01099702067313	0.06202463910293	1	0.2	0
16	16	17	99.8029	11.10000	0	0.05265505491303	0.15750664289864	1	0.2	0
17	17	18	99.9881	11.10000	0	0.03850250410620	0.02308483906555	1	0.2	0
18	18	19	99.9990	11.10000	0	0.05807549965631	0.03768171024425	1	0.2	0
19	19	20	99.9456	11.10000	0	0.10475362267670	0.05117056725162	1	0.2	0
20	20	21	100.0000	11.10000	0	-0.02550354003911	0.00000000000904	1	0.2	0
21	21	22	100.0000	11.10000	0	0.02820739746093	0.00000000000000	1	0.2	0
22	22	23	100.0000	11.10000	0	0.10844421386713	0.00000000000000	1	0.2	0
23	23	24	100.0000	11.10000	0	-0.15131530761711	0.05537145263861	1	0.2	0
24	24	25	99.8958	11.10000	0	-0.03718777985033	0.08903157550851	1	0.2	0
25	25	26	99.9272	11.10000	0	0.02445018098583	0.01800091594585	1	0.2	0
26	26	27	99.8527	11.10000	0	0.11223810524642	0.22188971178175	1	0.2	0
27	27	28	99.8238	11.10000	0	0.03039106448282	0.17622877798379	1	0.2	0
28	28	29	99.8594	11.10000	0	0.01645685947857	0.05120439296253	1	0.2	0
29	29	30	99.8691	3.00000	0	0.07015410197658	0.30791123760290	1	0.2	0
30	30	31	99.4117	1.00000	0	0.09564325465305	0.16626345397870	1	0.2	0
31	31	32	99.9978	3.00000	0	-0.02197923860945	0.07768097434874	1	0.2	0
32	32	33	99.8007	19.40000	0	0.09112398505373	0.22701518367158	1	0.2	0
33	33	34	99.5741	19.40000	0	0.05029662023284	0.10562814227829	1	0.2	0
34	34	35	99.9991	19.40000	0	0.03298368775027	0.00623830451770	1	0.2	0
35	35	36	99.9951	19.40000	0	0.01024219670754	0.02549187142858	1	0.2	0
36	36	37	100.0000	19.40000	0	0.05609132186918	0.00195580442624	1	0.2	0
37	37	38	99.9999	19.40000	0	0.07006534732406	0.00154278341642	1	0.2	0
38	38	39	100.0000	19.40000	0	0.04082641601537	0.00000000000568	1	0.2	0
39	39	40	100.0000	19.40000	0	0.06327819824227	0.00000000000048	1	0.2	0
40	40	41	100.0000	19.40000	0	0.02940063476568	0.00000000000048	1	0.2	0
41	41	42	100.0000	19.40000	0	0.04866333007818	0.00000000000048	1	0.2	0
42	42	43	100.0000	19.40000	0	0.06001281738291	0.00000000000520	1	0.2	0
43	43	44	100.0000	19.40000	0	0.03049621582012	0.00000000000568	1	0.2	0
44	44	45	100.0000	19.40000	0	0.05595397949226	0.00000000000048	1	0.2	0
45	45	46	100.0000	19.40000	0	0.00889892578126	0.00000000000000	1	0.2	0
46	46	47	100.0000	19.40000	0	0.12307434082051	0.00000000000048	1	0.2	0
47	47	48	100.0000	19.40000	0	0.03639221191410	0.00000000000568	1	0.2	0
48	48	49	100.0000	19.40000	0	0.04375915527317	0.00108523217905	1	0.2	0
49	49	50	99.9997	19.40000	0	0.01672672758535	0.00473932976587	1	0.2	0
50	50	51	100.0000	19.40000	0	0.06828613281289	0.00000000000524	1	0.2	0
51	51	52	100.0000	19.40000	0	0.08471069335921	0.00000000000000	1	0.2	0
52	52	53	100.0000	19.40000	0	0.09246215820294	0.00000000000000	1	0.2	0
53	53	54	100.0000	19.40000	0	0.00671386718749	0.04810980164158	1	0.2	0
54	54	55	99.8821	19.40000	0	0.06771592065026	0.03812964053355	1	0.2	0
55	55	56	99.9913	19.40000	0	0.06095502762956	0.06331383008842	1	0.2	0
56	56	57	99.9562	19.40000	0	-0.01481666441342	0.10413114643626	1	0.2	0
57	57	58	99.8389	19.40000	0	-0.17255880754233	0.05804115160728	1	0.2	0
58	58	59	99.9115	19.40000	0	0.33028491663064	0.00570467381492	1	0.2	0
59	59	60	99.9157	19.40000	0	0.03520424917424	0.02629725142540	1	0.2	0
60	60	61	99.9980	19.40000	0	0.01999551943422	0.00390853766094	1	0.2	0
61	61	62	100.0000	19.40000	0	0.04239198380546	0.00036220234566	1	0.2	0
62	62	63	100.0000	19.40000	0	0.07570800781242	0.00000000000704	1	0.2	0
63	63	64	100.0000	19.40000	0	0.10654602050834	0.00000000000742	1	0.2	0
64	64	65	100.0000	19.40000	0	-0.11847839355460	0.00078894784386	1	0.2	0
65	65	66	99.9999	19.40000	0	-0.06244815513117	0.00142136108055	1	0.2	0
66	66	67	100.0000	3.00000	0	0.00009155273437	0.00211418649420	1	0.2	0
67	67	68	99.9997	1.00000	0	-0.01899725286526	0.00251599949276	1	0.2	0
68	68	69	100.0000	19.40000	0	-0.01972961425791	0.00711570609970	1	0.2	0
69	69	70	99.9961	19.40000	0	-0.00984230771428	0.01548210664118	1	0.2	0
70	70	71	99.9734	19.40000	0	0.07565796671568	0.04308939768697	1	0.2	0
71	71	72	99.8789	11.10000	0	0.28112055437857	0.05268029721800	1	0.2	0
72	72	73	99.7373	11.10000	0	-0.14808795532192	0.22488280744735	1	0.2	0
73	73	74	99.8134	11.10000	0	0.15764583888200	0.17577455967777	1	0.2	0
74	74	75	99.9096	11.10000	0	0.11258962725062	0.19067623350443	1	0.2	0
75	75	76	99.8212	11.10000	0	0.04334531647764	0.09485390442594	1	0.2	0
76	76	77	99.9726	11.10000	0	0.09507308011363	0.03401041467712	1	0.2	0
77	77	78	99.9936	11.10000	0	0.02996408206548	0.02282823304266	1	0.2	0
78	78	79	99.9342	11.10000	0	0.01202879457871	0.13055988876730	1	0.2	0
79	79	80	99.9429	11.10000	0	0.10382824089291	0.14808272253530	1	0.2	0
80	80	81	99.8590	11.10000	0	0.02010892367326	0.14743614438065	1	0.2	0
81	81	82	99.8964	11.10000	0	0.04384729522733	0.15320467054485	1	0.2	0
82	82	83	99.8455	11.10000	0	0.05736705780336	0.15405407739863	1	0.2	0
83	83	84	99.9199	11.10000	0	0.08630877468842	0.06545318854931	1	0.2	0
84	84	85	99.9860	11.10000	0	0.10329205993154	0.01911183468081	1	0.2	0
85	85	86	100.0000	11.10000	0	-0.29742751461541	0.00527817696485	1	0.2	0
86	86	87	99.9996	11.10000	0	0.45499763455568	0.00192286430367	1	0.2	0
87	87	88	99.9984	11.10000	0	0.15170839444088	0.00795178846568	1	0.2	0
88	88	89	100.0000	11.10000	0	0.03824768066405	0.02984923055900	1	0.2	0
89	89	90	99.9510	11.10000	0	0.06015826240102	0.17553074293217	1	0.2	0
90	90	91	99.8493	11.10000	0	0.04189357006506	0.12618248265793	1	0.2	0
91	91	92	99.9692	11.10000	0	0.04159607676938	0.04574452153870	1	0.2	0
92	92	93	99.9967	11.10000	0	0.04959577734624	0.00239845906242	1	0.2	0
93	93	94	100.0000	11.10000	0	0.08454589843735	0.00000000000000	1	0.2	0
94	94	95	100.0000	11.10000	0	-0.00539550781249	0.00000000000000	1	0.2	0
95	95	96	100.0000	11.10000	0	0.13303833007788	0.00000000000444	1	0.2	0
96	96	97	100.0000	11.10000	0	0.10802001953194	0.00000000000444	1	0.2	0
97	97	98	100.0000	11.10000	0	0.02478027343746	0.00000000000000	1	0.2	0
98	98	99	100.0000	11.10000	0	0.08730163574203	0.03323124027142	1	0.2	0
99	99	100	99.9784	11.10000	0	0.04504758153637	0.11915023250999	1	0.2	0
100	100	101	99.8061	11.10000	0	-0.24432143738727	0.08489207475038	1	0.2	0
101	101	102	99.9944	11.10000	0	0.09919075016639	0.06699634762695	1	0.2	0
102	102	103	99.9873	11.10000	0	0.20272957267422	0.00553639022235	1	0.2	0
103	103	104	99.9400	1.00000	0	0.02800141077104	0.08639319358039	1	0.2	0
104	104	105	99.9998	11.10000	0	0.01689456258240	0.00220782035527	1	0.2	0
105	105	106	99.9999	11.10000	0	-0.28917876478064	0.01473255279015	1	0.2	0
106	106	107	99.9945	11.10000	0	0.26610966872137	0.00304308644488	1	0.2	0
107	107	108	99.9977	11.10000	0	0.02639830810832	0.00892456956417	1	0.2	0
108	108	109	100.0000	11.10000	0	0.01568908691403	0.00516497338942	1	0.2	0
109	109	110	99.9988	11.10000	0	-0.01666280252204	0.00236457578280	1	0.2	0
110	110	111	99.9985	11.10000	0	0.00423285049443	0.00477453804484	1	0.2	0
111	111	112	99.9825	11.10000	0	0.00046089584812	0.13604211068136	1	0.2	0
112	112	113	99.8390	11.10000	0	-0.00572210262851	0.19079387190866	1	0.2	0
113	113	114	99.9248	11.10000	0	0.05365666258086	0.04740670767156	1	0.2	0
114	114	115	99.9721	11.10000	0	0.06582647134483	0.14815212320089	1	0.2	0
115	115	116	99.8302	11.10000	0	0.09792934374481	0.13292775012945	1	0.2	0
116	116	117	99.9909	11.10000	0	0.09058135080310	0.22391478567979	1	0.2	0
117	117	118	98.7427	11.10000	0	-0.01462170951560	0.36449569966046	1	0.2	0
118	118	119	99.9140	11.10000	0	-0.00003665262027	0.02409437701981	1	0.2	0
119	119	120	100.0000	11.10000	0	0.05261535644519	0.00887616164892	1	0.2	0
120	120	121	99.9962	11.10000	0	0.04812805185853	0.03640465944934	1	0.2	0
121	121	122	99.9327	11.10000	0	0.02082699727464	0.09652044913485	1	0.2	0
122	122	123	99.9789	11.10000	0	0.01477666930304	0.00235614603188	1	0.2	0
123	123	124	99.8839	11.10000	0	-0.05218459498198	0.03583498773879	1	0.2	0
124	124	125	99.9966	11.10000	0	-0.01470387020741	0.02609770090775	1	0.2	0
125	125	126	99.9286	11.10000	0	-0.00564367653948	0.21983684254562	1	0.2	0
126	126	127	99.5574	11.10000	0	0.02503756798585	0.26859503168926	1	0.2	0
127	127	128	99.9110	11.10000	0	0.02820197413965	0.01523209459731	1	0.2	0
128	128	129	99.8718	11.10000	0	0.11323719670962	0.05460337094224	1	0.2	0
129	129	130	100.0000	11.10000	0	0.04901123046848	0.00991560444654	1	0.2	0
130	130	131	99.9998	11.10000	0	0.08165907222625	0.00033760195572	1	0.2	0
131	131	132	100.0000	11.10000	0	0.13822326660177	0.00000000000090	1	0.2	0
132	132	133	100.0000	11.10000	0	0.15350036621127	0.00281372781805	1	0.2	0
133	133	134	99.9985	11.10000	0	0.03523306668743	0.00438396993592	1	0.2	0
134	134	135	99.9540	11.10000	0	0.04186803062092	0.00246548269478	1	0.2	0
135	135	136	100.0000	11.10000	0	0.06163024902327	0.00000000000681	1	0.2	0
136	136	137	100.0000	11.10000	0	0.19714050293042	0.00000000000681	1	0.2	0
137	137	138	100.0000	11.10000	0	0.12598876953089	0.00000000000000	1	0.2	0
138	138	139	100.0000	11.10000	0	0.05939636230453	0.00000000000591	1	0.2	0
139	139	140	100.0000	11.10000	0	0.12277526855523	0.00000000000591	1	0.2	0
140	140	141	100.0000	11.10000	0	0.09284057617162	0.00000000000591	1	0.2	0
141	141	142	100.0000	11.10000	0	0.03515319824234	0.00341758921141	1	0.2	0
142	142	143	99.9985	11.10000	0	0.11255964375400	0.00030754665074	1	0.2	0
143	143	144	100.0000	11.10000	0	0.11593627929693	0.04858594875289	1	0.2	0
144	144	145	99.9027	11.10000	0	-0.00441408668574	0.15447197358234	1	0.2	0
145	145	146	99.9000	11.10000	0	-0.15128040099717	0.10265449445793	1	0.2	0
146	146	147	100.0000	11.10000	0	0.20448001673262	0.01246770483699	1	0.2	0
147	147	148	99.9984	11.10000	0	0.18254376040166	0.00134515160104	1	0.2	0
148	148	149	99.9999	11.10000	0	0.18242807481406	0.00119643001086	1	0.2	0
149	149	150	100.0000	11.10000	0	0.03177796027356	0.02255786630398	1	0.2	0
150	150	151	99.9491	11.10000	0	0.01263460335840	0.17410678615176	1	0.2	0
151	151	152	99.8532	11.10000	0	0.13482017981091	0.12330802596972	1	0.2	0
152	152	153	99.8755	11.10000	0	0.06882344410909	0.18435247589480	1	0.2	0
153	153	154	99.9088	11.10000	0	-0.03211851324845	0.17921342685569	1	0.2	0
154	154	155	99.8812	11.10000	0	0.07234244038202	0.15400300948567	1	0.2	0
155	155	156	99.9002	11.10000	0	0.14254342378225	0.10375066915382	1	0.2	0
156	156	157	99.9778	11.10000	0	0.10327305346078	0.00833178428092	1	0.2	0
157	157	158	99.9593	11.10000	0	0.13133096887178	0.09562504971960	1	0.2	0
158	158	159	99.9251	11.10000	0	0.18987295872176	0.18244121115918	1	0.2	0
159	159	160	99.9256	11.10000	0	0.20128185244356	0.15651222867057	1	0.2	0
160	160	161	99.9250	11.10000	0	-0.07423169261636	0.15167371930087	1	0.2	0
161	161	162	99.8870	11.10000	0	-0.04326482054737	0.17224711802309	1	0.2	0
162	162	163	99.8325	11.10000	0	0.04681609794226	0.16949488598771	1	0.2	0
163	163	164	99.8710	11.10000	0	-0.02484893945470	0.14575738339283	1	0.2	0
164	164	165	99.8152	11.10000	0	0.02460602569759	0.18708454847824	1	0.2	0
165	165	166	99.8783	11.10000	0	0.10490365211549	0.12367098407645	1	0.2	0
166	166	167	99.9802	11.10000	0	0.09938487982827	0.00751423592721	1	0.2	0
167	167	168	100.0000	11.10000	0	0.11069946289099	0.00344196652691	1	0.2	0
168	168	169	99.9992	11.10000	0	0.21822075945232	0.01459299040831	1	0.2	0
169	169	170	99.9998	11.10000	0	0.11145958813578	0.00043088408743	1	0.2	0
170	170	171	100.0000	11.10000	0	0.01423034667970	0.05497792807067	1	0.2	0
171	171	172	99.8796	11.10000	0	-0.01060236225823	0.25816332632753	1	0.2	0
172	172	173	99.5561	11.10000	0	0.10489067644900	0.34794297371817	1	0.2	0
173	173	174	99.4415	11.10000	0	0.08113243407820	0.33300005261117	1	0.2	0
174	174	175	99.5784	11.10000	0	0.13787986071021	0.20023058757606	1	0.2	0
175	175	176	99.9810	11.10000	0	0.12054901344515	0.01531007522125	1	0.2	0
176	176	177	99.9969	11.10000	0	0.07853334602501	0.00608227708120	1	0.2	0
177	177	178	100.0000	11.10000	0	0.11657104492197	0.00000000000918	1	0.2	0
178	178	179	100.0000	11.10000	0	0.07059631347651	0.00000000000918	1	0.2	0
179	179	180	100.0000	11.10000	0	-0.00068664550781	0.00000000000918	1	0.2	0
180	180	181	100.0000	11.10000	0	0.09132385253899	0.01605440235090	1	0.2	0
181	181	182	99.9842	11.10000	0	0.22768797790302	0.05998900121389	1	0.2	0
182	182	183	99.9440	11.10000	0	0.03895308066775	0.15697495307957	1	0.2	0
183	183	184	99.8220	11.10000	0	-0.00403856184441	0.17391889594000	1	0.2	0
184	184	185	99.8462	11.10000	0	0.09838129019158	0.16575836877826	1	0.2	0
185	185	186	99.8586	11.10000	0	0.02813120487123	0.04803989904926	1	0.2	0
186	186	187	100.0000	11.10000	0	0.03267517089838	0.00000000000048	1	0.2	0
187	187	188	100.0000	11.10000	0	0.17740783691387	0.00000000000850	1	0.2	0
188	188	189	100.0000	11.10000	0	-0.00104675292968	0.00006256895148	1	0.2	0
189	189	190	100.0000	11.10000	0	0.17486880040283	0.00475060297281	1	0.2	0
190	190	191	100.0000	11.10000	0	0.15059204101578	0.00719944874192	1	0.2	0
191	191	192	99.9933	11.10000	0	0.09343891544645	0.04496067951709	1	0.2	0
192	192	193	99.8620	11.10000	0	0.06327701058033	0.01199636016656	1	0.2	0
193	193	194	99.7685	11.10000	0	0.06306716151384	0.03682979515104	1	0.2	0
194	194	195	100.0000	11.10000	0	0.02516479492195	0.00000000000798	1	0.2	0
195	195	196	100.0000	11.10000	0	-0.07028808593735	0.05023349259967	1	0.2	0
196	196	197	99.8200	11.10000	0	-0.04690449347303	0.21893243299140	1	0.2	0
197	197	198	99.4636	11.10000	0	-0.02308526580936	0.24548017966468	1	0.2	0
198	198	199	99.6509	11.10000	0	-0.02089815690083	0.08158512113267	1	0.2	0
199	199	200	99.8200	11.10000	0	-0.15245945718655	0.05645578950075	1	0.2	0
200	200	201	99.7410	11.10000	0	-0.12974275216048	0.02355294407428	1	0.2	0
201	201	202	99.9818	11.10000	0	-0.09126717692686	0.13581132572554	1	0.2	0
202	202	203	99.8981	11.10000	0	-0.09174994426471	0.12623395849680	1	0.2	0
203	203	204	99.8616	11.10000	0	-0.06806602546723	0.18581901407245	1	0.2	0
204	204	205	99.7910	1.00000	0	-0.15717666179350	0.18084106916261	1	0.2	0
205	205	206	99.9638	16.60000	0	0.01928798342473	0.16071225086956	1	0.2	0
206	206	207	99.8845	16.60000	0	-0.08789447126449	0.16784700127051	1	0.2	0
207	207	208	99.8775	16.60000	0	0.11798512309830	0.16634940583889	1	0.2	0
208	208	209	99.9059	16.60000	0	0.02205445610164	0.15324878660624	1	0.2	0
209	209	210	99.8741	16.60000	0	0.16477659734609	0.16677947442416	1	0.2	0
210	210	211	99.8541	16.60000	0	0.10821455134948	0.00308502953351	1	0.2	0
211	211	212	99.8303	16.60000	0	0.16797916743874	0.06281465794939	1	0.2	0
212	212	213	100.0000	16.60000	0	0.06782836914067	0.03794149854378	1	0.2	0
213	213	214	99.9296	16.60000	0	0.11248759059660	0.15938681179702	1	0.2	0
214	214	215	99.8552	16.60000	0	0.00775048272534	0.16483088214987	1	0.2	0
215	215	216	99.7647	16.60000	0	0.14377088903949	0.17257268217537	1	0.2	0
216	216	217	99.8542	16.60000	0	0.18630682181645	0.16059976585457	1	0.2	0
217	217	218	99.9070	16.60000	0	-0.01835814304799	0.15922912172407	1	0.2	0
218	218	219	99.9260	16.60000	0	-0.02869555264786	0.03374889188367	1	0.2	0
219	219	220	99.9997	16.60000	0	0.05682389322083	0.04344131462835	1	0.2	0
220	220	221	99.8895	16.60000	0	0.03037412793989	0.02981317404446	1	0.2	0
221	221	222	99.9907	16.60000	0	0.00255761005947	0.00434621321942	1	0.2	0
222	222	223	100.0000	16.60000	0	0.07281494140614	0.00051429834780	1	0.2	0
223	223	224	99.9999	16.60000	0	-0.03349611403709	0.03738642527676	1	0.2	0
224	224	225	99.9582	16.60000	0	0.05937541051725	0.07037474201498	1	0.2	0
225	225	226	99.9696	16.60000	0	0.01390193602124	0.04996382304049	1	0.2	0
226	226	227	99.9969	16.60000	0	0.08355975464644	0.00371500044556	1	0.2	0
227	227	228	100.0000	16.60000	0	0.04155273437513	0.00000000000789	1	0.2	0
228	228	229	100.0000	16.60000	0	-0.03896484374993	0.00000000000000	1	0.2	0
229	229	230	100.0000	16.60000	0	0.05607910156239	0.05562225384605	1	0.2	0
230	230	231	99.8216	16.60000	0	0.05776296510463	0.03326126186519	1	0.2	0
231	231	232	100.0000	16.60000	0	0.08245849609404	0.00766717588505	1	0.2	0
232	232	233	99.9959	16.60000	0	0.01678534799236	0.01056830645108	1	0.2	0
233	233	234	100.0000	16.60000	0	0.07572631835967	0.01235595479561	1	0.2	0
234	234	235	99.9958	16.60000	0	0.07203062886983	0.00683386826819	1	0.2	0
235	235	236	100.0000	16.60000	0	0.12603149414051	0.00847364617943	1	0.2	0
236	236	237	99.9995	16.60000	0	0.04698508422417	0.00183753479881	1	0.2	0
237	237	238	99.9997	16.60000	0	0.00737307326170	0.00398607864465	1	0.2	0
