This is the node file of route1		
750	1	1
1	-27375.11074	-21357.02988	1	0	ND
2	-27285.76249	-21312.36845	0	0	ND
3	-27198.46491	-21264.07002	0	0	ND
4	-27119.37659	-21202.97221	0	0	ND
5	-27034.66074	-21149.84061	0	0	ND
6	-26946.85918	-21102.47783	0	0	ND
7	-26849.84875	-21078.64517	0	0	ND
8	-26752.62415	-21055.27643	0	0	ND
9	-26655.43901	-21031.72254	0	0	ND
10	-26558.29623	-21007.99686	0	0	ND
11	-26462.7032	-20978.75479	0	0	ND
12	-26365.91438	-20953.85835	0	0	ND
13	-26271.33461	-20921.5161	0	0	ND
14	-26174.22151	-20897.66142	0	0	ND
15	-26078.91292	-20867.61736	0	0	ND
16	-25989.09526	-20824.06598	0	0	ND
17	-25902.15905	-20775.04849	0	0	ND
18	-25808.43675	-20740.20955	0	0	ND
19	-25713.92493	-20707.5396	0	0	ND
20	-25618.30079	-20678.46811	0	0	ND
21	-25521.26229	-20654.31175	0	0	ND
22	-25424.2238	-20630.15538	0	0	ND
23	-25327.1853	-20605.99901	0	0	ND
24	-25230.1468	-20581.84264	0	0	ND
25	-25132.02285	-20563.11111	0	0	ND
26	-25032.59137	-20553.17032	0	0	ND
27	-24933.42867	-20541.45208	0	0	ND
28	-24839.30641	-20508.19856	0	0	ND
29	-24740.77775	-20491.95057	0	0	ND
30	-24643.19899	-20470.68514	0	0	ND
31	-24557.05615	-20421.06566	0	0	ND
32	-24479.84158	-20357.52453	0	0	ND
33	-24398.09372	-20300.27535	0	0	ND
34	-24331.46343	-20226.27939	0	0	ND
35	-24272.74221	-20145.33717	0	0	ND
36	-24214.52938	-20064.03345	0	0	ND
37	-24158.40511	-19981.26835	0	0	ND
38	-24102.44284	-19898.39367	0	0	ND
39	-24046.60846	-19815.43271	0	0	ND
40	-23990.77408	-19732.47174	0	0	ND
41	-23934.9397	-19649.51077	0	0	ND
42	-23879.10533	-19566.5498	0	0	ND
43	-23823.27095	-19483.58883	0	0	ND
44	-23767.43657	-19400.62787	0	0	ND
45	-23711.60219	-19317.6669	0	0	ND
46	-23655.76781	-19234.70593	0	0	ND
47	-23599.93343	-19151.74496	0	0	ND
48	-23544.09905	-19068.784	0	0	ND
49	-23488.26468	-18985.82303	0	0	ND
50	-23432.34044	-18902.92292	0	0	ND
51	-23376.0238	-18820.28856	0	0	ND
52	-23319.70716	-18737.65421	0	0	ND
53	-23263.39052	-18655.01986	0	0	ND
54	-23207.07388	-18572.38551	0	0	ND
55	-23146.92129	-18492.64777	0	0	ND
56	-23089.78791	-18410.58663	0	0	ND
57	-23027.59913	-18332.33188	0	0	ND
58	-22957.69957	-18261.04468	0	0	ND
59	-22883.73302	-18193.87876	0	0	ND
60	-22810.14744	-18126.28953	0	0	ND
61	-22734.74873	-18060.60367	0	0	ND
62	-22659.09237	-17995.21172	0	0	ND
63	-22583.45967	-17929.79234	0	0	ND
64	-22507.82697	-17864.37297	0	0	ND
65	-22432.19427	-17798.95359	0	0	ND
66	-22356.61324	-17733.47461	0	0	ND
67	-22281.12533	-17667.88822	0	0	ND
68	-22205.77648	-17602.14259	0	0	ND
69	-22130.26221	-17536.58655	0	0	ND
70	-22054.28639	-17471.57205	0	0	ND
71	-21979.34306	-17405.4043	0	0	ND
72	-21907.38563	-17336.1373	0	0	ND
73	-21839.26509	-17263.28727	0	0	ND
74	-21789.06379	-17177.01708	0	0	ND
75	-21754.68745	-17083.20777	0	0	ND
76	-21738.73045	-16984.67022	0	0	ND
77	-21732.16169	-16884.91369	0	0	ND
78	-21728.98775	-16784.97049	0	0	ND
79	-21723.53733	-16685.18508	0	0	ND
80	-21705.13948	-16586.95018	0	0	ND
81	-21672.47772	-16492.58374	0	0	ND
82	-21626.29447	-16404.00381	0	0	ND
83	-21567.16834	-16323.54743	0	0	ND
84	-21496.34607	-16253.06204	0	0	ND
85	-21421.01671	-16187.31492	0	0	ND
86	-21344.434	-16123.01033	0	0	ND
87	-21268.19206	-16058.30267	0	0	ND
88	-21191.82675	-15993.7425	0	0	ND
89	-21114.94925	-15929.79057	0	0	ND
90	-21040.05093	-15863.60564	0	0	ND
91	-20977.92861	-15785.43465	0	0	ND
92	-20926.07305	-15699.96632	0	0	ND
93	-20878.16657	-15612.19218	0	0	ND
94	-20830.46916	-15524.30045	0	0	ND
95	-20782.77174	-15436.40872	0	0	ND
96	-20735.07432	-15348.51699	0	0	ND
97	-20687.37691	-15260.62526	0	0	ND
98	-20639.67949	-15172.73353	0	0	ND
99	-20591.98207	-15084.84179	0	0	ND
100	-20547.24069	-14995.43326	0	0	ND
101	-20513.49718	-14901.50441	0	0	ND
102	-20487.78529	-14804.87224	0	0	ND
103	-20455.66359	-14710.18508	0	0	ND
104	-20424.08135	-14615.36645	0	0	ND
105	-20400.78456	-14518.1182	0	0	ND
106	-20377.70251	-14420.81867	0	0	ND
107	-20356.05754	-14323.19495	0	0	ND
108	-20334.70903	-14225.50265	0	0	ND
109	-20312.48903	-14128.00254	0	0	ND
110	-20289.76602	-14030.6197	0	0	ND
111	-20266.81286	-13933.29109	0	0	ND
112	-20244.32821	-13835.86958	0	0	ND
113	-20208.89122	-13742.53123	0	0	ND
114	-20156.34614	-13657.53718	0	0	ND
115	-20099.80723	-13575.08857	0	0	ND
116	-20031.81483	-13501.99205	0	0	ND
117	-19954.61154	-13438.44809	0	0	ND
118	-19894.1343	-13360.39286	0	0	ND
119	-19865.07284	-13264.79874	0	0	ND
